scenario_id,scenario_type,difficulty,risk_level,layout_type,success,termination_reason,collision_type,episode_reward,steps,navigation_time,path_length,direct_start_goal_distance,final_goal_distance,min_static_center_distance,min_static_clearance,min_dynamic_center_distance,min_dynamic_clearance,closest_dynamic_step,closest_dynamic_time,path_efficiency
0,head_on,standard,conflict,clear,True,success,none,986.7024903477504,147,29.400000000000002,85.49999999999997,79.21504130494004,2.8097922701650253,29.280759085878564,24.280759085878564,10.919855088169065,6.919855088169065,101,20.200000000000003,0.9264917111688897
1,head_on,standard,time_separated,clear,True,success,none,955.115182037026,140,28.0,81.29999999999998,76.72559322826423,2.5956271916301343,9.924499036303102,4.924499036303102,4.237629107856207,0.23762910785620672,92,18.400000000000002,0.9437342340499907
2,head_on,standard,receding,clear,True,success,none,994.6258725461845,139,27.8,80.70000000000006,79.64495307194113,2.487365817322638,20.3111950696934,15.311195069693401,22.28242719830015,18.28242719830015,0,0.0,0.9869263082024916
3,crossing_left,standard,conflict,clear,True,success,none,969.0625725610403,138,27.6,80.09999999999995,77.55294353218657,2.956686276082541,14.755777747779591,9.755777747779591,10.77659271073365,6.7765927107336505,55,11.0,0.9682015422245521
4,crossing_left,standard,time_separated,clear,True,success,none,958.6445839569163,136,27.200000000000003,78.89999999999989,76.1398509120206,2.595392516329009,16.247607851391884,11.247607851391884,29.096442925558655,25.096442925558655,88,17.6,0.9650171218253576
5,crossing_left,standard,receding,clear,True,success,none,946.1030017240045,131,26.200000000000003,75.90000000000002,75.0697163158441,2.804416143443665,16.71259222433926,11.71259222433926,29.309067219191423,25.309067219191423,0,0.0,0.9890608210256138
6,crossing_right,standard,conflict,clear,True,success,none,941.0749623723336,135,27.0,78.30000000000004,74.62269768364129,2.7098951519369714,9.42011887963241,4.42011887963241,7.257900347342776,3.257900347342776,77,15.4,0.9530357303147031
7,crossing_right,standard,time_separated,clear,True,success,none,973.8953114635547,139,27.8,80.7,77.86677680227871,2.782245655923194,9.244680790370564,4.244680790370564,18.304639140798244,14.304639140798244,42,8.4,0.9648919058522764
8,crossing_right,standard,receding,clear,True,success,none,955.1853708938197,132,26.400000000000002,76.49999999999997,75.72637219489755,2.5478351055155204,16.426283264142146,11.426283264142146,29.917545422807923,25.917545422807923,0,0.0,0.9898872182339553
9,overtaking,standard,conflict,clear,True,success,none,972.6404973564756,140,28.0,81.3000000000001,77.97311202924908,2.9883911642678913,11.133725768578424,6.133725768578424,7.861272287157568,3.8612722871575684,47,9.4,0.95907886874845
10,overtaking,standard,time_separated,clear,True,success,none,965.4092975009322,139,27.8,80.69999999999993,77.10981731885852,2.8738875687653156,28.41894533430628,23.41894533430628,9.594440490563404,5.594440490563404,65,13.0,0.9555119866029564
11,overtaking,standard,receding,clear,True,success,none,926.5883161913689,128,25.6,74.09999999999997,72.88670702931125,2.5878754101743238,13.161404772930773,8.161404772930773,26.970240849630553,22.970240849630553,19,3.8000000000000003,0.9836262756992077
