#{"t_start": 1788917784.5205517, "env_id": "None"}
r,l,t,episode_base_return,episode_risk_return,episode_training_return
18.980995,77,0.942198,56.640919703015044,-37.65992441005068,18.980995292964394
-273.08105,338,1.117231,-272.01823304067995,-1.062816995096508,-273.0810500357764
103.330817,118,1.182764,143.450577952071,-40.11976108255324,103.3308168695177
44.257682,105,1.237566,112.97487145499451,-68.71718920229672,44.25768225269789
-63.170174,49,1.264877,-29.06001849141576,-34.11015545159903,-63.170173943014824
59.79997,200,1.370772,98.23806942701943,-38.43809982093096,59.79996960608851
-271.271117,211,1.482048,-271.2711174880631,0.0,-271.2711174880631
-273.700001,370,1.677888,-251.79075680546532,-21.909244332060453,-273.7000011375258
-184.231521,100,1.730676,-184.2315211016964,0.0,-184.2315211016964
75.645434,97,1.781753,113.15073436391862,-37.505300854986174,75.64543350893246
-204.014027,84,1.839662,-204.0140272191542,0.0,-204.0140272191542
2.906599,113,1.90956,46.779324910355996,-43.87272609252501,2.9065988178310675
-237.016601,147,2.004486,-237.01660142389397,0.0,-237.01660142389397
-49.587581,54,2.651936,-11.231286696253065,-38.35629394919631,-49.58758064544939
-110.070299,204,2.758521,58.00603167937358,-168.0763304935861,-110.07029881421256
379.60098,427,2.985223,463.74527524076825,-84.14429512297669,379.60098011779166
551.676354,600,3.30575,554.8847007303793,-3.2083462690672393,551.6763544613121
80.419525,600,3.643966,172.09268652284902,-91.67316168224805,80.4195248406014
-230.088826,100,3.711844,-230.08882564899352,0.0,-230.08882564899352
80.026996,92,3.771424,110.42004521242967,-30.393049666752336,80.02699554567738
932.85932,396,4.698891,963.8686940809068,-31.009373717981223,932.8593203629257
328.10876,306,4.869794,374.7612387623095,-46.65247902543294,328.10875973687655
894.73957,308,5.035225,936.9995775710186,-42.260007930724136,894.7395696402946
43.133206,162,5.123486,70.26341409643857,-27.130208043628688,43.13320605281001
299.74538,485,5.384589,362.23552908894027,-62.49014929549671,299.74537979344376
31.846217,78,5.431692,78.46636301265363,-46.62014564784113,31.84621736481256
333.022152,217,5.580562,365.8571966270195,-32.83504490288632,333.0221517241334
953.780026,580,6.645505,955.8886790475688,-2.108652968950504,953.7800260786182
313.92048,223,6.785394,365.31539753202907,-51.3949170409465,313.92048049108257
959.43508,295,6.971562,966.845686845614,-7.410606637153084,959.4350802084609
5.312326,65,7.009193,35.219872692551746,-29.90754683569675,5.312325856855011
29.984266,87,7.057416,72.60512623862903,-42.62086058860075,29.98426565002839
296.628822,212,7.180042,353.8151119455254,-57.18629004799143,296.6288218975341
46.614954,104,7.239783,89.2583588110408,-42.64340481669627,46.61495399434459
