scenario_index,scenario_id,scenario_type,success,reason,collision,steps,path_length,navigation_time,path_efficiency,min_static_clearance,min_dynamic_clearance,base_return,full_speed_fraction_after_2s,near_upper_action_fraction_after_2s,high_risk_mean_speed,high_risk_braking_fraction,risk_onset_step,braking_delay_seconds,risk_no_braking_response,response_status,timeout_with_stagnation
0,0,head_on,True,success,False,137,78.40820748209954,27.400000000000002,0.9563100730803124,4.857997933424441,3.542404288002829,944.2742446237498,0.0,0.0,,,,,False,no_risk,False
1,1,head_on,True,success,False,143,81.91402305364612,28.6,0.9541704787757206,5.1095253832899115,3.5221192858071433,979.4049178471867,0.0,0.0,,,,,False,no_risk,False
2,2,head_on,False,static_collision_1,True,53,28.779742759466167,10.600000000000001,,-0.028014752633263917,2.085035407851988,148.70744156767148,0.0,0.0,2.966399630674949,0.0,28.0,,True,terminal_censored,False
3,3,head_on,True,success,False,141,80.78380081057546,28.200000000000003,0.9797142581136878,0.04649717390108421,1.6765250744235018,980.7462744260727,0.0,0.0,2.9620587979593584,0.0,23.0,,True,terminal_censored,False
4,4,head_on,True,success,False,136,78.02269481420524,27.200000000000003,0.9774777840255187,0.8714963367165698,19.118821689861022,958.1878665380912,0.0,0.0,2.9685157272550793,0.0,23.0,,True,terminal_censored,False
5,5,head_on,False,static_collision_2,True,98,55.7011799991131,19.6,,-0.004782217643549913,4.9297326754138755,386.54791587220404,0.0,0.0,2.9791415415026923,0.0,77.0,,True,terminal_censored,False
6,6,head_on,True,success,False,142,81.43550425171851,28.400000000000002,0.9891748858467172,11.676055914849577,1.4770171641972683,993.4817171796105,0.0,0.0,,,,,False,no_risk,False
7,7,head_on,False,static_collision_2,True,93,52.709440630674365,18.6,,-0.02137635264175408,22.805059702849597,395.0097495881019,0.0,0.0,2.9763808755770973,0.0,71.0,,True,terminal_censored,False
8,8,head_on,False,static_collision_1,True,46,24.622706025838866,9.200000000000001,,-0.02395746538447341,3.1780840608418766,111.51155001287935,0.0,0.0,2.963294302225113,0.0,22.0,,True,terminal_censored,False
9,9,head_on,False,dynamic_collision,True,48,25.834997051954264,9.600000000000001,,22.542238866871525,-0.2398214491377919,74.6374398694611,0.0,0.0,2.965104257518595,0.0,27.0,,True,terminal_censored,False
10,10,head_on,True,success,False,141,80.89902829527855,28.200000000000003,0.9640419754266624,19.673019472680345,3.906386886216132,973.0734876330666,0.0,0.0,,,,,False,no_risk,False
11,11,head_on,True,success,False,140,80.27799153327943,28.0,0.9600061515869823,17.899313612960295,5.163165107521127,964.9696091392727,0.0,0.0,,,,,False,no_risk,False
12,12,head_on,True,success,False,145,82.82202301025389,29.0,0.9775335053111495,2.4978240395547457,20.83645128347139,1006.9325708167851,0.0,0.0,,,,,False,no_risk,False
13,13,head_on,True,success,False,134,76.41921486854557,26.8,0.9668937717450059,2.9810333400955766,5.05973625497467,932.8557550128908,0.0,0.0,,,,,False,no_risk,False
14,14,head_on,True,success,False,147,84.17710366845127,29.400000000000002,0.9605652744352818,4.501363651326965,21.908117561731984,1006.0716490879431,0.0,0.0,,,,,False,no_risk,False
15,15,head_on,True,success,False,139,79.72299317121508,27.8,0.9864411433728623,8.944769763699666,23.068577317962035,982.0068394628886,0.0,0.0,,,,,False,no_risk,False
16,16,head_on,True,success,False,138,78.85672332644465,27.6,0.9782703642282626,1.4915937014120981,0.6751840660068824,961.9388391806432,0.0,0.0,2.965046553235305,0.0,32.0,,True,terminal_censored,False
17,17,head_on,True,success,False,139,79.6110437393189,27.8,0.9625289414885487,3.502837083854317,25.385674510681106,961.1371709679328,0.0,0.0,,,,,False,no_risk,False
18,18,head_on,True,success,False,143,82.04356445074075,28.6,0.9714560305136768,6.444087254823483,1.6036774575130766,988.8654987550593,0.0,0.0,,,,,False,no_risk,False
19,19,head_on,False,static_collision_2,True,96,54.47845714688302,19.200000000000003,,-0.04642535647575574,16.451524020264646,403.8981218180826,0.0,0.0,2.9787349743502483,0.0,76.0,,True,terminal_censored,False
20,20,head_on,False,static_collision_2,True,100,56.880600535869576,20.0,,-0.020081729643417923,6.801686774908601,393.38763262803303,0.0,0.0,2.9774475824832916,0.0,76.0,,True,terminal_censored,False
