split,arm,metric,mean,sample_sd,seed_t_low,seed_t_high
same_distribution,clip,success_rate,0.6944444444444443,0.027110029577698813,0.6270993976014596,0.761789491287429
same_distribution,clip,collision_rate,0.3055555555555555,0.027110029577698785,0.23821050871257088,0.37290060239854017
same_distribution,clip,static_collision_rate,0.21805555555555556,0.008673608331108883,0.19650911800254228,0.23960199310856883
same_distribution,clip,dynamic_collision_rate,0.08749999999999998,0.019094065395649337,0.040067712078380946,0.13493228792161902
same_distribution,clip,timeout_rate,0.0,0.0,0.0,0.0
same_distribution,clip,successful_path_efficiency,0.9628606459884411,0.004116514207449916,0.9526346578044009,0.9730866341724813
same_distribution,clip,successful_navigation_time,27.861310572496624,0.08352830620012998,27.653814757058992,28.068806387934256
same_distribution,clip,mean_base_reward,729.6613110035346,30.869309091329185,652.9776961514035,806.3449258556657
same_distribution,clip,full_speed_fraction_after_2s,0.9952378977169197,0.008248203105134907,0.9747482253285611,1.0
same_distribution,clip,near_upper_action_fraction_after_2s,0.9954682712026983,0.007849184523049578,0.9759698159218216,1.0
same_distribution,clip,high_risk_braking_fraction_episode_average,0.0,0.0,0.0,0.0
same_distribution,clip,risk_no_response_fraction_exposed,1.0,0.0,1.0,1.0
same_distribution,speed_tanh,success_rate,0.7277777777777779,0.03543708561714741,0.6397471769986168,0.8158083785569389
same_distribution,speed_tanh,collision_rate,0.2722222222222222,0.03543708561714744,0.18419162144306106,0.36025282300138334
same_distribution,speed_tanh,static_collision_rate,0.17916666666666667,0.03145764348029479,0.10102154817173539,0.2573117851615979
same_distribution,speed_tanh,dynamic_collision_rate,0.09305555555555556,0.006364688465216451,0.07724479291501588,0.10886631819609524
same_distribution,speed_tanh,timeout_rate,0.0,0.0,0.0,0.0
same_distribution,speed_tanh,successful_path_efficiency,0.9620728232063676,0.0029099981877577603,0.9548439869667805,0.9693016594459546
same_distribution,speed_tanh,successful_navigation_time,28.260837034319948,0.17057515545215257,27.837104857958757,28.68456921068114
same_distribution,speed_tanh,mean_base_reward,762.4990640829024,28.09753437192075,692.7009193399708,832.2972088258339
same_distribution,speed_tanh,full_speed_fraction_after_2s,0.0,0.0,0.0,0.0
same_distribution,speed_tanh,near_upper_action_fraction_after_2s,0.0,0.0,0.0,0.0
same_distribution,speed_tanh,high_risk_braking_fraction_episode_average,0.0,0.0,0.0,0.0
same_distribution,speed_tanh,risk_no_response_fraction_exposed,1.0,0.0,1.0,1.0
challenge,clip,success_rate,0.6305555555555556,0.05672382737961707,0.4896457568021029,0.7714653543090084
challenge,clip,collision_rate,0.36944444444444446,0.05672382737961705,0.22853464569099177,0.5103542431978971
challenge,clip,static_collision_rate,0.21388888888888888,0.067871065127059,0.04528781646420002,0.3824899613135777
challenge,clip,dynamic_collision_rate,0.15555555555555556,0.012729376930432886,0.12393403027447622,0.1871770808366349
challenge,clip,timeout_rate,0.0,0.0,0.0,0.0
challenge,clip,successful_path_efficiency,0.9724348895321095,0.0024342644031254365,0.9663878415277227,0.9784819375364964
challenge,clip,successful_navigation_time,27.545045900601462,0.05938402544124724,27.397527803522156,27.692563997680768
challenge,clip,mean_base_reward,638.0086303543803,45.88656018766798,524.0200957257048,751.9971649830559
challenge,clip,full_speed_fraction_after_2s,0.996904438592924,0.005361669635004986,0.9835853128541955,1.0
challenge,clip,near_upper_action_fraction_after_2s,0.9971821991347968,0.004880574264143524,0.9850581805498155,1.0
challenge,clip,high_risk_braking_fraction_episode_average,0.0,0.0,0.0,0.0
challenge,clip,risk_no_response_fraction_exposed,1.0,0.0,1.0,1.0
challenge,speed_tanh,success_rate,0.6194444444444445,0.02678791878053602,0.5528995651800818,0.6859893237088072
challenge,speed_tanh,collision_rate,0.38055555555555554,0.026787918780536005,0.3140106762911929,0.4471004348199182
challenge,speed_tanh,static_collision_rate,0.21388888888888888,0.026787918780535998,0.14734400962452626,0.2804337681532515
challenge,speed_tanh,dynamic_collision_rate,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
challenge,speed_tanh,timeout_rate,0.0,0.0,0.0,0.0
challenge,speed_tanh,successful_path_efficiency,0.9688952325861596,0.0038407172591383046,0.95935436200223,0.9784361031700892
challenge,speed_tanh,successful_navigation_time,28.018254107637674,0.18545159037719633,27.55756681826149,28.47894139701386
challenge,speed_tanh,mean_base_reward,637.3784838644527,18.86809448232299,590.507538810406,684.2494289184995
challenge,speed_tanh,full_speed_fraction_after_2s,0.0,0.0,0.0,0.0
challenge,speed_tanh,near_upper_action_fraction_after_2s,0.0,0.0,0.0,0.0
challenge,speed_tanh,high_risk_braking_fraction_episode_average,0.0,0.0,0.0,0.0
challenge,speed_tanh,risk_no_response_fraction_exposed,1.0,0.0,1.0,1.0
