scenario_id,scenario_type,difficulty,risk_level,layout_type,success,termination_reason,collision_type,episode_reward,steps,navigation_time,path_length,direct_start_goal_distance,final_goal_distance,min_static_center_distance,min_static_clearance,min_dynamic_center_distance,min_dynamic_clearance,closest_dynamic_step,closest_dynamic_time,path_efficiency,mean_inference_ms,p95_inference_ms,total_heading_variation,full_speed_fraction
0,head_on,challenge,receding,blocking,False,static_collision_2,static_collision_2,405.7582582183437,95,19.0,54.30000000000001,76.60553635239825,26.432960771258543,4.962521463532829,-0.03747853646717125,29.0778012400452,25.0778012400452,0,0.0,,0.1261536849932255,0.17664000042714173,0.6641730383497753,0.8958333333333334
1,head_on,challenge,conflict,two_sides,True,success,none,988.6429209600396,140,28.0,81.30000000000005,79.60259008042385,2.4431698827372497,5.538567248716889,0.5385672487168893,5.9003746915941155,1.9003746915941155,40,8.0,0.9791216492057048,0.12569357121330021,0.16170000963029393,0.8090720229660955,0.9290780141843972
2,head_on,challenge,receding,blocking,False,static_collision_2,static_collision_2,414.8793615015636,95,19.0,54.30000000000001,78.1481800043347,27.100269507799773,4.726592471286982,-0.273407528713018,29.77071803760053,25.77071803760053,0,0.0,,0.13233894684450015,0.21924999600742007,0.4014657490736089,0.8958333333333334
3,head_on,challenge,conflict,clear,True,success,none,978.7163057456386,140,28.0,81.29999999999998,78.27048413092739,2.547868253861939,23.004003815048414,18.004003815048414,6.943819168687688,2.9438191686876882,48,9.600000000000001,0.9627365821762288,0.12427999941532367,0.17911499598994848,1.123234962034214,0.9290780141843972
4,head_on,challenge,receding,blocking,False,static_collision_2,static_collision_2,396.9803381551768,93,18.6,53.10000000000002,76.57580886343926,27.282545321705786,4.891391498961568,-0.10860850103843234,23.124437918215886,19.124437918215886,0,0.0,,0.12304408645372517,0.16442000342067306,0.5275739141604139,0.8936170212765957
5,head_on,challenge,time_separated,blocking,False,static_collision_2,static_collision_2,431.64177521307465,99,19.8,56.7,76.35676543658639,23.5659864879346,4.872277936671176,-0.1277220633288243,23.706646285920485,19.706646285920485,44,8.8,,0.12462525502096561,0.1559600044856778,0.6339479849595525,0.9
6,head_on,challenge,conflict,mixed,True,success,none,1002.2781709138347,144,28.8,83.69999999999995,81.24685384214165,2.9750839729752965,6.42259517013542,1.4225951701354198,6.429377308666348,2.429377308666348,42,8.4,0.9706912048045603,0.12261180583866209,0.18847499668481757,1.1206969392410913,0.9310344827586207
7,head_on,challenge,time_separated,two_sides,True,success,none,966.0370373437727,135,27.0,78.29999999999997,76.99674593736657,2.6363610458196125,6.174345231485422,1.1743452314854217,19.41615488243362,15.41615488243362,43,8.6,0.9833556313839923,0.12870740729677316,0.19867000519298014,0.7291633207519022,0.9264705882352942
8,head_on,challenge,conflict,two_sides,False,static_collision_1,static_collision_1,137.56826984181237,51,10.200000000000001,27.900000000000013,78.42294914570073,54.77396556564837,4.948328615542475,-0.05167138445752517,5.560285628485528,1.560285628485528,42,8.4,,0.12896078502914557,0.19995000184280798,0.6024330552963483,0.8076923076923077
9,head_on,challenge,receding,blocking,True,success,none,1001.1503514968953,141,28.200000000000003,81.90000000000009,80.36289017034342,2.504219844793514,6.531357618769447,1.531357618769447,28.557013012678546,24.557013012678546,0,0.0,0.9812318702117623,0.13308581540688,0.2170999941881746,0.7380293961898174,0.9295774647887324
