#{"t_start": 1789400160.2596521, "env_id": "None"}
r,l,t,episode_base_return,episode_risk_return,episode_training_return
-223.39967,233,0.945598,-223.3996699361967,0.0,-223.3996699361967
-247.577343,368,1.208481,-247.577343393638,0.0,-247.577343393638
44.556288,298,1.433403,44.55628764897388,0.0,44.55628764897388
-223.024009,130,1.528342,-223.02400858609508,0.0,-223.02400858609508
-160.920892,235,1.69778,-160.9208924868196,0.0,-160.9208924868196
-120.156219,221,1.85473,-120.15621859477673,0.0,-120.15621859477673
-275.584043,331,2.090395,-275.58404250550734,0.0,-275.58404250550734
90.632576,77,2.161685,90.63257569758689,0.0,90.63257569758689
408.96688,600,3.14074,408.96688036797707,0.0,408.96688036797707
240.383888,141,3.241492,240.38388845986694,0.0,240.38388845986694
76.912667,103,3.318676,76.91266692426638,0.0,76.91266692426638
78.242233,74,3.369306,78.24223313316628,0.0,78.24223313316628
377.972368,188,3.50096,377.9723676605168,0.0,377.9723676605168
160.222006,226,3.657765,160.22200636460926,0.0,160.22200636460926
346.73119,549,4.044862,346.73119028947167,0.0,346.73119028947167
111.925839,76,4.098888,111.92583869071058,0.0,111.92583869071058
951.650954,330,4.967882,951.6509542236802,0.0,951.6509542236802
95.990411,89,5.031664,95.99041108417323,0.0,95.99041108417323
139.641773,118,5.1178,139.64177298495915,0.0,139.64177298495915
595.264311,285,5.324172,595.2643112237753,0.0,595.2643112237753
343.898214,499,5.683853,343.89821358226095,0.0,343.89821358226095
640.991196,600,6.119872,640.9911958369398,0.0,640.9911958369398
278.896938,234,6.289363,278.89693821561406,0.0,278.89693821561406
122.29903,74,6.343922,122.29902999964648,0.0,122.29902999964648
102.160611,104,6.976992,102.16061067347326,0.0,102.16061067347326
285.25325,145,7.082892,285.2532500870762,0.0,285.2532500870762
627.962639,600,7.519255,627.9626388803883,0.0,627.9626388803883
103.485382,71,7.570821,103.48538154089178,0.0,103.48538154089178
978.789654,321,7.802599,978.7896539646766,0.0,978.7896539646766
65.547417,76,7.858797,65.54741745041505,0.0,65.54741745041505
398.089653,153,7.968785,398.0896533832629,0.0,398.0896533832629
653.702211,600,8.39676,653.7022108956726,0.0,653.7022108956726
404.110678,171,9.076486,404.11067764577604,0.0,404.11067764577604
340.617982,185,9.211393,340.61798199480154,0.0,340.61798199480154
