scenario_type,scenario_count,success_count,success_rate,success_rate_wilson_95_low,success_rate_wilson_95_high,static_collision_count,dynamic_collision_count,average_path_length,successful_average_path_efficiency,average_navigation_time,average_min_static_clearance,average_min_dynamic_clearance
crossing_left,12,11,0.9166666666666666,0.646120088858883,0.9851349055950829,1,0,78.85000000000001,0.958290103522252,27.183333333333334,4.393979385414034,13.547352703283238
crossing_right,16,14,0.875,0.639771727342413,0.9650225122567595,2,0,76.91250000000002,0.9501540933674668,26.5375,6.8424017266008885,11.656561547878674
head_on,19,13,0.6842105263157895,0.46010407675327475,0.8463562091220773,5,1,72.55263157894738,0.9586877923976119,25.08421052631579,6.852356114414087,9.553459180983396
overtaking,13,11,0.8461538461538461,0.5776536898051745,0.9567418216419186,2,0,73.5923076923077,0.9608529085670819,25.430769230769233,5.589596242691474,6.427406035661071
