scenario_type,scenario_count,success_count,success_rate,success_rate_wilson_95_low,success_rate_wilson_95_high,static_collision_count,dynamic_collision_count,average_path_length,successful_average_path_efficiency,average_navigation_time,average_min_static_clearance,average_min_dynamic_clearance
crossing_left,30,24,0.8,0.6269430358685175,0.9049489282271013,6,0,76.1,0.9530323672378295,26.266666666666666,6.446830013025974,10.708509369454505
crossing_right,30,9,0.3,0.16664748268243793,0.47875787458714947,4,17,37.84,0.9658334616405982,13.513333333333332,12.08402919855283,4.451484099206072
head_on,30,17,0.5666666666666667,0.3919730700081361,0.7262251442353347,8,5,63.47999999999999,0.9392783102228173,22.060000000000002,5.649267281734052,8.765499414566536
overtaking,30,18,0.6,0.42320360253322475,0.7540937188319815,8,4,62.099999999999994,0.9396500009501855,21.6,4.667338929138817,12.847821504112675
