scenario_index,scenario_id,scenario_type,success,reason,collision,steps,path_length,navigation_time,path_efficiency,min_static_clearance,min_dynamic_clearance,base_return,full_speed_fraction_after_2s,near_upper_action_fraction_after_2s,high_risk_mean_speed,high_risk_braking_fraction,risk_onset_step,braking_delay_seconds,risk_no_braking_response,response_status,timeout_with_stagnation
0,0,head_on,False,static_collision_2,True,94,52.218610364198646,18.8,,-0.4569105375190974,2.0437822755831965,373.9221672648166,0.0,0.0,2.940461978316307,0.0,73.0,,True,terminal_censored,False
1,1,head_on,False,static_collision_2,True,92,51.20527954101562,18.400000000000002,,-0.06674924963925033,2.9087066436086024,365.645863689479,0.0,0.0,2.952180798564638,0.0,72.0,,True,terminal_censored,False
2,2,head_on,True,success,False,142,81.56803134083745,28.400000000000002,0.9651275694292476,2.4788456247429522,2.1733458177202696,980.4612338189822,0.0,0.0,,,,,False,no_risk,False
3,3,head_on,True,success,False,142,81.56293398141858,28.400000000000002,0.9703554986970853,0.44646793116982675,4.352755922560338,982.4296739828314,0.0,0.0,2.969569078087807,0.0,77.0,,True,terminal_censored,False
4,4,head_on,True,success,False,137,78.32451775074009,27.400000000000002,0.973711080780552,4.8226098308126595,6.1882879532771415,960.6108221496187,0.0,0.0,,,,,False,no_risk,False
5,5,head_on,True,success,False,146,82.69799437522892,29.200000000000003,0.9660807274124861,9.133117024551566,3.5950261981560425,994.291876527191,0.0,0.0,,,,,False,no_risk,False
6,6,head_on,True,success,False,144,82.84526628255843,28.8,0.9723422862486796,11.175590900314777,2.418443070723492,996.7924438213417,0.0,0.0,,,,,False,no_risk,False
7,7,head_on,False,static_collision_2,True,87,48.935554397106195,17.400000000000002,,-0.46819202985426145,22.805059702849597,362.77160845550674,0.0,0.0,2.969103280793537,0.0,66.0,,True,terminal_censored,False
8,8,head_on,True,success,False,146,83.96883898973465,29.200000000000003,0.9627822539669315,0.08123644854578416,3.2127839723844467,1001.8309505594178,0.0,0.0,2.969234283893339,0.0,84.0,,True,terminal_censored,False
9,9,head_on,True,success,False,148,84.09467266201979,29.6,0.95401344330761,5.308450742320529,17.783518738441973,1000.3102739192457,0.0,0.0,,,,,False,no_risk,False
10,10,head_on,True,success,False,142,80.18100691437726,28.400000000000002,0.9726749768952252,9.871605074082337,2.815067917824397,974.7832161871324,0.0,0.0,,,,,False,no_risk,False
11,11,head_on,True,success,False,141,79.760857719183,28.200000000000003,0.9662304031424771,3.3018623845387616,3.485658096112255,964.6600051109383,0.0,0.0,,,,,False,no_risk,False
12,12,head_on,False,static_collision_2,True,94,52.47039486765865,18.8,,-0.5138776974391552,20.83645128347139,393.0337898956059,0.0,0.0,2.9430916891856627,0.0,73.0,,True,terminal_censored,False
13,13,head_on,False,static_collision_2,True,94,52.40463091135022,18.8,,-0.05153102908332752,18.6466308210782,380.17147997702835,0.0,0.0,2.9471123133386885,0.0,74.0,,True,terminal_censored,False
