scenario_id,scenario_type,success,reason,collision,steps,path_length,navigation_time,path_efficiency,min_static_clearance,min_dynamic_clearance,base_return,risk_return,training_return,full_speed_fraction_after_2s,clipped_mean_fraction,high_risk_mean_speed,risk_onset_step,braking_delay_seconds,risk_no_braking_response
0,head_on,True,success,False,136,78.89999999999999,27.200000000000003,0.964610465256615,4.4074282906971405,22.171556679804286,958.7544860192253,0.0,958.7544860192253,1.0,1.0,,,,False
1,head_on,True,success,False,137,79.49999999999999,27.400000000000002,0.975587267407867,4.62566501302358,18.300011669432756,970.4645733703161,0.0,970.4645733703161,1.0,1.0,,,,False
2,head_on,False,static_collision_2,True,98,56.1,19.6,,-0.02055186675169729,26.197866050792967,404.0001582736995,-2.8228805143716134,401.1772777593279,1.0,1.0,3.0,76.0,,True
3,head_on,True,success,False,137,79.49999999999999,27.400000000000002,0.9841762363218037,15.261934963875323,25.0942705798405,976.3471477969789,0.0,976.3471477969789,1.0,1.0,,,,False
4,head_on,True,success,False,144,83.7000000000001,28.8,0.9348695261631619,4.74336088579461,4.047630102680774,980.3925240847562,0.0,980.3925240847562,1.0,1.0,,,,False
5,head_on,False,static_collision_2,True,103,59.10000000000001,20.6,,-0.16229725049063326,7.111043908932901,423.70326025311897,-5.552145775273715,418.15111447784534,1.0,1.0,3.0,80.0,,True
6,head_on,True,success,False,143,83.09999999999995,28.6,0.9297391295012158,5.078859274901477,9.944214680466477,967.3452803500652,0.0,967.3452803500652,1.0,1.0,,,,False
7,head_on,True,success,False,149,86.70000000000007,29.8,0.9234425490149003,23.106199209478966,10.063948613788654,995.2560627982143,0.0,995.2560627982143,1.0,1.0,,,,False
8,head_on,True,success,False,151,87.89999999999999,30.200000000000003,0.9111983937553612,10.013149398403316,4.193175735105875,995.8892477555012,0.0,995.8892477555012,1.0,1.0,,,,False
9,head_on,True,success,False,139,80.70000000000003,27.8,0.9642171798194427,9.484933737354341,3.1185472918053714,973.6570100876095,0.0,973.6570100876095,1.0,1.0,,,,False
10,head_on,True,success,False,142,82.50000000000001,28.400000000000002,0.969043984396445,1.9345589307875448,21.383243925450774,993.4205676021129,-0.14410365790725965,993.2764639442057,1.0,1.0,,,,False
11,head_on,False,static_collision_1,True,50,27.29999999999999,10.0,,-0.07161459625855837,7.365885000934343,113.13392115193443,-4.060705798757191,109.0732153531772,1.0,1.0,3.0,27.0,,True
12,head_on,True,success,False,142,82.49999999999999,28.400000000000002,0.9565278283468157,2.703736655404123,5.782588240156526,984.4877529777322,0.0,984.4877529777322,1.0,1.0,,,,False
13,head_on,False,static_collision_2,True,100,57.30000000000001,20.0,,-0.029242114842466194,4.616650285364033,421.89938091698235,-3.200869702999343,418.69851121398295,1.0,1.0,3.0,79.0,,True
14,head_on,False,static_collision_2,True,107,61.50000000000002,21.400000000000002,,-0.06003431959342542,6.710413463226688,461.6720286748517,-8.38896892187662,453.28305975297513,1.0,1.0,3.0,83.0,,True
15,head_on,True,success,False,134,77.70000000000003,26.8,0.9503249901644549,9.099156509126166,4.247967844374044,936.572927504416,0.0,936.572927504416,1.0,1.0,,,,False
16,head_on,False,static_collision_2,True,99,56.699999999999996,19.8,,-0.13433910253196668,7.710961894301434,402.74411290969533,-20.539971326609333,382.2041415830859,1.0,1.0,3.0,24.0,,True
17,head_on,False,dynamic_collision,True,77,43.50000000000002,15.4,,26.37963535596558,-0.4805637275836392,218.30375764510924,-2.899703541647191,215.40405410346202,1.0,1.0,3.0,55.0,,True
18,head_on,False,static_collision_1,True,52,28.499999999999986,10.4,,-0.33707430033290375,8.665585837410244,105.55542357194582,-3.6181778060049776,101.93724576594087,1.0,1.0,3.0,30.0,,True
19,head_on,True,success,False,142,82.49999999999997,28.400000000000002,0.9439497182883907,1.6021558832266933,9.230693567881513,974.5654340133217,-1.9811011112100418,972.5843329021118,1.0,1.0,,,,False
20,head_on,True,success,False,140,81.29999999999998,28.0,0.938519251831534,2.0021635914890252,24.033153710307122,958.8162619441889,0.0,958.8162619441889,1.0,1.0,3.0,36.0,,True
21,head_on,True,success,False,141,81.90000000000003,28.200000000000003,0.9416242490094469,2.268606911768078,8.21815885823397,968.882232979913,0.0,968.882232979913,1.0,1.0,,,,False
22,head_on,True,success,False,134,77.70000000000005,26.8,0.9491499084899723,5.374381142359475,2.818244529848255,931.3482428461078,0.0,931.3482428461078,1.0,1.0,,,,False
23,head_on,True,success,False,143,83.10000000000001,28.6,0.9585208609971995,0.3917270828154491,5.9266756564804695,988.8589540343359,-15.326443590584326,973.5325104437512,1.0,1.0,3.0,78.0,,True
24,head_on,False,dynamic_collision,True,87,49.500000000000014,17.400000000000002,,16.729936895878218,-0.0647713108914516,287.63503377628405,-1.6059232349992305,286.02911054128487,1.0,1.0,3.0,66.0,,True
25,head_on,False,static_collision_2,True,105,60.300000000000004,21.0,,-0.12554983840577538,6.661947985080399,438.1918601932497,-3.5038156444493644,434.6880445488001,1.0,1.0,3.0,30.0,,True
26,head_on,True,success,False,147,85.50000000000009,29.400000000000002,0.9493707743518179,1.7353838779862842,8.23244031391494,1008.8472463823372,-0.9867462593418947,1007.8605001229953,1.0,1.0,3.0,29.0,,True
27,head_on,False,static_collision_2,True,100,57.3,20.0,,-0.4297860242885463,5.855052457748995,410.8529629247262,-3.9436129427957827,406.9093499819306,1.0,1.0,3.0,78.0,,True
28,head_on,True,success,False,144,83.69999999999999,28.8,0.9312760700518219,4.775455117093816,8.565111581846331,976.6690861339468,0.0,976.6690861339468,1.0,1.0,,,,False
29,head_on,True,success,False,145,84.30000000000004,29.0,0.9389828348202348,1.9983355137400967,23.110056165024133,984.3587794989406,-0.0016643693688518368,984.3571151295718,1.0,1.0,,,,False
30,head_on,True,success,False,140,81.30000000000003,28.0,0.9366155717908904,4.267676978169051,25.00752123851045,957.8724908621307,0.0,957.8724908621307,1.0,1.0,,,,False
31,head_on,False,static_collision_1,True,49,26.700000000000017,9.8,,-0.13269776357405672,13.870396062362392,106.80125999108465,-6.0809297420424935,100.72033024904216,1.0,1.0,3.0,25.0,,True
32,head_on,True,success,False,146,84.90000000000002,29.200000000000003,0.9604188811706263,10.189937479470332,6.372680699098071,1013.3125088113055,0.0,1013.3125088113055,1.0,1.0,,,,False
33,head_on,True,success,False,141,81.9000000000001,28.200000000000003,0.9300183263425438,2.636757270625157,19.990202365594268,956.0421110558267,0.0,956.0421110558267,1.0,1.0,,,,False
34,head_on,True,success,False,141,81.90000000000009,28.200000000000003,0.9466835994135221,2.693535331931492,7.048420389075309,968.6184718593415,0.0,968.6184718593415,1.0,1.0,,,,False
35,head_on,True,success,False,141,81.9,28.200000000000003,0.9200065309099269,1.8162572548501261,3.525946979122188,948.4774701099452,-0.6040300657590896,947.873440044186,1.0,1.0,3.0,34.0,,True
36,head_on,False,static_collision_2,True,94,53.7,18.8,,-0.05243659302158399,20.908251796191067,406.6722910973846,-2.6695314816659597,404.0027596157187,1.0,1.0,3.0,73.0,,True
37,head_on,True,success,False,140,81.30000000000005,28.0,0.9557060998377781,5.684571472654714,3.795049768524068,974.9003047768574,0.0,974.9003047768574,1.0,1.0,,,,False
38,head_on,True,success,False,143,83.10000000000007,28.6,0.919740087244258,3.484047214232458,10.365967444490394,957.8810194167733,0.0,957.8810194167733,1.0,1.0,,,,False
39,head_on,False,static_collision_2,True,93,53.09999999999998,18.6,,-0.15626810898143884,5.390746946626024,374.59027193466534,-5.218157912485091,369.3721140221802,1.0,1.0,3.0,69.0,,True
40,head_on,True,success,False,143,83.10000000000001,28.6,0.9506706059213902,4.117713976750206,4.1937195053549825,984.7812128962207,0.0,984.7812128962207,1.0,1.0,,,,False
41,head_on,False,static_collision_2,True,104,59.700000000000024,20.8,,-0.07115716208772849,18.863800563748146,452.20617362522074,-7.989865551042705,444.2163080741779,1.0,1.0,3.0,80.0,,True
42,head_on,True,success,False,146,84.90000000000006,29.200000000000003,0.9212184227893914,22.450104980644632,8.548927360698578,975.2866623623984,0.0,975.2866623623984,1.0,1.0,,,,False
