scenario_index,scenario_id,scenario_type,success,reason,collision,steps,path_length,navigation_time,path_efficiency,min_static_clearance,min_dynamic_clearance,base_return,full_speed_fraction_after_2s,near_upper_action_fraction_after_2s,high_risk_mean_speed,high_risk_braking_fraction,risk_onset_step,braking_delay_seconds,risk_no_braking_response,response_status,timeout_with_stagnation
0,0,head_on,True,success,False,133,77.09999999999997,26.6,0.9725364283696879,1.47867519574368,3.144683557376955,942.8831693355438,1.0,1.0,,,,,False,no_risk,False
1,1,head_on,True,success,False,139,80.69999999999997,27.8,0.9685246913945843,2.0333113419575053,3.0653835762248294,977.9278981732157,1.0,1.0,,,,,False,no_risk,False
2,2,head_on,True,success,False,138,80.09999999999998,27.6,0.9828159279789159,0.26262503241292645,2.188294054958387,977.0178332387595,1.0,1.0,3.0,0.0,28.0,,True,terminal_censored,False
3,3,head_on,False,static_collision_1,True,44,23.699999999999992,8.8,,-0.05512366956833947,2.8006325725039813,101.6933141708382,1.0,1.0,3.0,0.0,22.0,,True,terminal_censored,False
4,4,head_on,True,success,False,135,78.3,27.0,0.9740159748491528,0.900735570977524,19.144235227691905,960.0299043714833,1.0,1.0,3.0,0.0,23.0,,True,terminal_censored,False
5,5,head_on,True,success,False,143,83.09999999999997,28.6,0.9614072029070382,3.7584244943324254,4.262704037780628,997.4279719484239,1.0,1.0,,,,,False,no_risk,False
6,6,head_on,True,success,False,141,81.90000000000003,28.200000000000003,0.9835647817101768,10.137819123814499,2.8871320693139886,997.2864542574067,1.0,1.0,,,,,False,no_risk,False
7,7,head_on,False,static_collision_2,True,87,49.50000000000001,17.400000000000002,,-0.18865260577878917,22.805059702849597,368.7251641798717,1.0,1.0,3.0,0.0,66.0,,True,terminal_censored,False
8,8,head_on,False,static_collision_1,True,44,23.700000000000014,8.8,,-0.13033896382025478,4.038158366467506,101.99020781387189,1.0,1.0,3.0,0.0,22.0,,True,terminal_censored,False
9,9,head_on,True,success,False,143,83.1000000000001,28.6,0.9654325900134746,10.455360456421406,0.21665919352912688,988.0534342894441,1.0,1.0,3.0,0.0,27.0,,True,terminal_censored,False
10,10,head_on,True,success,False,139,80.70000000000003,27.8,0.9664195668882003,17.682362884444892,4.1457826706243015,976.4611559890133,1.0,1.0,,,,,False,no_risk,False
11,11,head_on,True,success,False,137,79.49999999999997,27.400000000000002,0.9694008265282511,15.54146519642918,5.00572741601855,965.3576011866775,1.0,1.0,,,,,False,no_risk,False
12,12,head_on,False,static_collision_2,True,91,51.90000000000001,18.2,,-0.1379145686675578,20.83645128347139,393.17500769052725,1.0,1.0,3.0,0.0,70.0,,True,terminal_censored,False
13,13,head_on,False,static_collision_2,True,95,54.29999999999999,19.0,,-0.01306854893028131,5.449502353931223,400.77967479251697,1.0,1.0,3.0,0.0,73.0,,True,terminal_censored,False
14,14,head_on,True,success,False,140,81.30000000000001,28.0,0.9945584586279588,10.983757422067198,21.908117561731984,1005.4772799058981,1.0,1.0,,,,,False,no_risk,False
15,15,head_on,True,success,False,138,80.10000000000001,27.6,0.9817982588878936,8.292908713844175,23.673392994451127,982.0601370815364,1.0,1.0,,,,,False,no_risk,False
16,16,head_on,True,success,False,136,78.90000000000003,27.200000000000003,0.9777337826414234,1.6079049018849014,1.6489808878629137,961.9487437555703,1.0,1.0,,,,,False,no_risk,False
17,17,head_on,False,static_collision_2,True,91,51.90000000000002,18.2,,-0.2670807428401165,25.385674510681106,389.131018414481,1.0,1.0,3.0,0.0,70.0,,True,terminal_censored,False
18,18,head_on,True,success,False,140,81.3,28.0,0.9803409034503028,8.306356151385044,1.6167761962313127,987.4017195344715,1.0,1.0,,,,,False,no_risk,False
19,19,head_on,False,static_collision_2,True,94,53.69999999999998,18.8,,-0.03189664590777941,16.454492569439275,397.29036121158066,1.0,1.0,3.0,0.0,74.0,,True,terminal_censored,False
