scenario_id,scenario_type,success,reason,collision,steps,path_length,navigation_time,path_efficiency,min_static_clearance,min_dynamic_clearance,base_return,risk_return,training_return,full_speed_fraction_after_2s,clipped_mean_fraction,high_risk_mean_speed,risk_onset_step,braking_delay_seconds,risk_no_braking_response
0,head_on,False,static_collision_2,True,96,54.90000000000002,19.200000000000003,,-0.09257934332883178,0.6060623494737589,394.08305657432265,-68.73608800863042,325.34696856569235,1.0,1.0,3.0,30.0,,True
1,head_on,True,success,False,136,78.89999999999998,27.200000000000003,0.9594460430243592,0.379884473222015,4.904239907972427,948.4188745538213,-44.73283853350623,903.6860360203152,1.0,1.0,3.0,76.0,,True
2,head_on,True,success,False,143,83.09999999999992,28.6,0.9584333007554443,2.6938203327813044,21.86863335921804,990.1606224494914,0.0,990.1606224494914,1.0,1.0,,,,False
3,head_on,False,static_collision_2,True,99,56.7,19.8,,-0.3957625103470406,4.908732181225959,410.39942100707805,-43.95201218394831,366.44740882312976,1.0,1.0,3.0,77.0,,True
4,head_on,True,success,False,137,79.49999999999996,27.400000000000002,0.9900131136965826,11.110859343186508,23.6387684088237,984.1524750871451,0.0,984.1524750871451,1.0,1.0,,,,False
5,head_on,False,static_collision_2,True,99,56.69999999999998,19.8,,-0.24415791809227105,0.6665879174904168,411.57137433406905,-66.96540153319933,344.6059728008698,1.0,1.0,3.0,31.0,,True
6,head_on,False,static_collision_2,True,96,54.89999999999997,19.200000000000003,,-0.5640452745082065,23.1907952186179,389.84837818600613,-43.43062625680103,346.4177519292051,1.0,1.0,3.0,74.0,,True
7,head_on,False,static_collision_2,True,96,54.90000000000003,19.200000000000003,,-0.1525193555227906,6.132362000625786,395.0642342643879,-42.941698716526545,352.1225355478614,1.0,1.0,3.0,74.0,,True
8,head_on,False,static_collision_2,True,88,50.10000000000002,17.6,,-0.24200877692468747,17.004151004773263,374.18355310946055,-43.455365242087666,330.72818786737287,1.0,1.0,3.0,66.0,,True
9,head_on,True,success,False,148,86.10000000000004,29.6,0.9537898151196242,1.472147133857315,2.1009328239104033,1009.7533899625616,-7.98639102950936,1001.766998933052,1.0,1.0,,,,False
10,head_on,False,dynamic_collision,True,47,25.500000000000004,9.4,,26.464948937222037,-0.4798668737597498,65.08956617803324,-42.611083112670656,22.47848306536261,1.0,1.0,3.0,26.0,,True
11,head_on,False,static_collision_2,True,89,50.7,17.8,,-0.16424620993360417,18.728785465019577,372.61551196793994,-43.170080344060445,329.4454316238795,1.0,1.0,3.0,67.0,,True
12,head_on,True,success,False,140,81.29999999999995,28.0,0.952240018664366,0.7432240077514978,0.47974931005187393,957.8130050080092,-58.938027796005414,898.8749772120037,1.0,1.0,3.0,32.0,,True
13,head_on,False,dynamic_collision,True,38,20.099999999999998,7.6000000000000005,,10.841300367452929,-0.008648421642404536,38.95575122236514,-39.04183807774391,-0.08608685537876681,1.0,1.0,3.0,17.0,,True
14,head_on,False,static_collision_2,True,95,54.30000000000004,19.0,,-0.09725727251293925,0.35587731582339455,388.8910796759044,-76.18711130689132,312.70396836901307,1.0,1.0,3.0,24.0,,True
15,head_on,False,static_collision_2,True,108,62.10000000000002,21.6,,-0.012981314772545716,1.420544960962883,464.1514402029834,-47.4616235455781,416.68981665740523,1.0,1.0,3.0,87.0,,True
16,head_on,True,success,False,138,80.09999999999998,27.6,0.957392192888537,12.125200530098905,5.676612322206605,963.6133627198421,0.0,963.6133627198421,1.0,1.0,,,,False
17,head_on,False,dynamic_collision,True,36,18.900000000000002,7.2,,4.811894786081421,-0.2433832292789586,25.04211696163179,-41.26186392607459,-16.219746964442805,1.0,1.0,3.0,14.0,,True
18,head_on,True,success,False,138,80.09999999999995,27.6,0.9203550000914125,7.208499711759828,16.436892591110578,932.9076750404627,0.0,932.9076750404627,1.0,1.0,,,,False
19,head_on,False,dynamic_collision,True,47,25.50000000000001,9.4,,26.7589574672522,-0.4237403553123613,65.14259396826932,-43.51870125328339,21.62389271498597,1.0,1.0,3.0,25.0,,True
20,head_on,True,success,False,137,79.50000000000001,27.400000000000002,0.9526566095812048,1.1114650763852048,1.975084911189648,949.109400177194,-44.44448247860127,904.664917698593,1.0,1.0,3.0,22.0,,True
