scenario_id,scenario_type,success,reason,collision,steps,path_length,navigation_time,path_efficiency,min_static_clearance,min_dynamic_clearance,base_return,risk_return,training_return,full_speed_fraction_after_2s,clipped_mean_fraction,high_risk_mean_speed,risk_onset_step,braking_delay_seconds,risk_no_braking_response
0,head_on,False,static_collision_2,True,93,53.1,18.6,,-0.1570432959995438,2.0704591926039138,389.13968078562874,0.0,389.13968078562874,1.0,1.0,3.0,71.0,,True
1,head_on,True,success,False,136,78.90000000000005,27.200000000000003,0.9594460430243583,1.2866588499020812,3.5873545872043966,953.9862924277352,0.0,953.9862924277352,1.0,1.0,,,,False
2,head_on,False,static_collision_2,True,94,53.70000000000003,18.8,,-0.04197796624534167,21.86863335921804,410.249566660746,0.0,410.249566660746,1.0,1.0,3.0,73.0,,True
3,head_on,False,static_collision_2,True,103,59.1,20.6,,-0.05318201844224735,3.8723068153529328,435.800189373975,0.0,435.800189373975,1.0,1.0,3.0,80.0,,True
4,head_on,True,success,False,136,78.90000000000003,27.200000000000003,0.9975417305307762,11.372074244587594,23.6387684088237,981.8595955082828,0.0,981.8595955082828,1.0,1.0,,,,False
5,head_on,False,static_collision_2,True,102,58.50000000000003,20.400000000000002,,-0.037528165023326565,2.2349322220794416,442.9101778064143,0.0,442.9101778064143,1.0,1.0,3.0,79.0,,True
6,head_on,True,success,False,136,78.90000000000003,27.200000000000003,0.9953552171632138,3.0632931579766165,23.1907952186179,979.5357567991099,0.0,979.5357567991099,1.0,1.0,,,,False
7,head_on,True,success,False,136,78.90000000000003,27.200000000000003,0.9649593037540297,0.24999355456833872,5.542975953613105,952.1039413675796,0.0,952.1039413675796,1.0,1.0,3.0,78.0,,True
8,head_on,False,static_collision_2,True,88,50.100000000000016,17.6,,-0.43291112199240445,17.004151004773263,375.53662918597394,0.0,375.53662918597394,1.0,1.0,3.0,66.0,,True
9,head_on,False,static_collision_2,True,101,57.90000000000001,20.200000000000003,,-0.26578186890685895,3.6839490204125562,438.0453074700729,0.0,438.0453074700729,1.0,1.0,3.0,79.0,,True
10,head_on,True,success,False,134,77.70000000000002,26.8,0.9624221853484951,17.586038097814264,0.42996697911556403,938.2790033065612,0.0,938.2790033065612,1.0,1.0,3.0,27.0,,True
11,head_on,True,success,False,132,76.50000000000004,26.400000000000002,0.9830977704008289,0.1575338245655713,20.146984228496756,944.6381388712665,0.0,944.6381388712665,1.0,1.0,3.0,74.0,,True
12,head_on,False,static_collision_2,True,99,56.7,19.8,,-0.19541295413648907,1.5870838241031358,421.3649564531762,0.0,421.3649564531762,1.0,1.0,3.0,77.0,,True
13,head_on,False,static_collision_2,True,98,56.10000000000002,19.6,,-0.12118861015423743,0.8870820040521421,416.1404091677625,0.0,416.1404091677625,1.0,1.0,3.0,30.0,,True
14,head_on,False,static_collision_2,True,97,55.499999999999986,19.400000000000002,,-0.1943865168545047,1.7585422455197435,411.83357268014646,0.0,411.83357268014646,1.0,1.0,3.0,74.0,,True
15,head_on,False,static_collision_2,True,108,62.09999999999998,21.6,,-0.1323642328375394,3.017502576393543,478.86612915617644,0.0,478.86612915617644,1.0,1.0,3.0,86.0,,True
16,head_on,True,success,False,138,80.09999999999995,27.6,0.9573921928885374,9.860725544895338,5.477519219394205,962.1395941249554,0.0,962.1395941249554,1.0,1.0,,,,False
17,head_on,True,success,False,130,75.30000000000007,26.0,0.9817759053304312,3.647137067318109,0.0755809143893158,927.0529149989884,0.0,927.0529149989884,1.0,1.0,3.0,14.0,,True
18,head_on,False,static_collision_2,True,91,51.89999999999998,18.2,,-0.10077532097446973,16.436892591110578,391.3143631548951,0.0,391.3143631548951,1.0,1.0,3.0,70.0,,True
19,head_on,True,success,False,135,78.30000000000007,27.0,0.9645826263147664,2.144940529330425,1.101393053516957,945.5638875837493,0.0,945.5638875837493,1.0,1.0,3.0,27.0,,True
20,head_on,True,success,False,133,77.10000000000005,26.6,0.9823112900350939,0.3102427532146228,1.9934615193482523,947.2093608514863,0.0,947.2093608514863,1.0,1.0,3.0,23.0,,True
21,head_on,False,static_collision_2,True,96,54.90000000000001,19.200000000000003,,-0.07888877273076567,9.261303151874651,408.3324585518198,0.0,408.3324585518198,1.0,1.0,3.0,75.0,,True
22,head_on,False,static_collision_2,True,94,53.70000000000002,18.8,,-0.035876361407721546,5.364099690723588,385.7163508357422,0.0,385.7163508357422,1.0,1.0,3.0,72.0,,True
23,head_on,False,static_collision_2,True,105,60.300000000000026,21.0,,-0.1387067633667325,4.019729814394092,451.0865638432929,0.0,451.0865638432929,1.0,1.0,3.0,82.0,,True
24,head_on,True,success,False,135,78.30000000000011,27.0,0.9813372166096163,3.4627226793929697,1.7848408962521694,957.6482049212871,0.0,957.6482049212871,1.0,1.0,,,,False
25,head_on,True,success,False,138,80.09999999999998,27.6,0.9805921442043083,4.248573188221373,1.2511648852278974,976.4029683448123,0.0,976.4029683448123,1.0,1.0,,,,False
26,head_on,True,success,False,142,82.49999999999993,28.400000000000002,0.9744311998777305,6.261975105786908,2.5057863635338977,995.9929070488924,0.0,995.9929070488924,1.0,1.0,,,,False
27,head_on,False,static_collision_2,True,103,59.09999999999997,20.6,,-0.49519485270819175,9.214373130154502,448.54761149657963,0.0,448.54761149657963,1.0,1.0,3.0,81.0,,True
28,head_on,True,success,False,132,76.50000000000003,26.400000000000002,0.968673256068573,2.245456173064918,4.5180662352832215,934.5787090798934,0.0,934.5787090798934,1.0,1.0,,,,False
29,head_on,True,success,False,142,82.50000000000006,28.400000000000002,0.9661180209687643,1.3644728550298932,4.607365278279831,991.0551568764376,0.0,991.0551568764376,1.0,1.0,,,,False
30,crossing_left,True,success,False,131,75.90000000000002,26.200000000000003,0.966058616141709,0.5773516267433445,8.491661334709592,927.321723328477,0.0,927.321723328477,1.0,1.0,3.0,19.0,,True
31,crossing_left,False,dynamic_collision,True,32,16.500000000000004,6.4,,12.170568412302138,-0.11551897212269768,4.545751787040871,0.0,4.545751787040871,1.0,1.0,3.0,10.0,,True
32,crossing_left,True,success,False,142,82.50000000000004,28.400000000000002,0.9678825975539116,0.799728364600746,7.290039786271144,992.0772874352294,0.0,992.0772874352294,1.0,1.0,3.0,31.0,,True
33,crossing_left,False,dynamic_collision,True,26,12.900000000000006,5.2,,12.953079974180696,-0.1587670723853023,-30.364254021137114,0.0,-30.364254021137114,1.0,1.0,2.91,10.0,,True
34,crossing_left,True,success,False,132,76.50000000000006,26.400000000000002,0.9971132809827461,10.900318611850842,0.13117876731658207,937.4856075380546,0.0,937.4856075380546,1.0,1.0,2.990909090909091,10.0,,True
35,crossing_left,False,static_collision_1,True,33,17.100000000000012,6.6000000000000005,,-0.00325864576229673,15.806400024746601,48.5499120543993,0.0,48.5499120543993,1.0,1.0,3.0,12.0,,True
36,crossing_left,False,static_collision_1,True,33,17.100000000000012,6.6000000000000005,,-0.4507015930870102,20.874562424249778,47.86331586128199,0.0,47.86331586128199,1.0,1.0,3.0,11.0,,True
37,crossing_left,False,dynamic_collision,True,22,10.500000000000002,4.4,,17.329705277028033,-0.2095638976356864,-54.330159182043445,0.0,-54.330159182043445,1.0,1.0,2.8875,10.0,,True
38,crossing_left,False,dynamic_collision,True,24,11.7,4.800000000000001,,10.264436722056159,-0.06103493674721916,-40.80546905606896,0.0,-40.80546905606896,1.0,1.0,2.9000000000000004,10.0,,True
39,crossing_left,False,dynamic_collision,True,27,13.500000000000007,5.4,,9.233341662751904,-0.30747962294090225,-24.333260579991602,0.0,-24.333260579991602,1.0,1.0,2.955,10.0,,True
40,crossing_left,False,static_collision_1,True,42,22.499999999999996,8.4,,-0.4184715272719375,17.98162127445076,101.47330351939198,0.0,101.47330351939198,1.0,1.0,3.0,20.0,,True
41,crossing_left,False,dynamic_collision,True,25,12.299999999999999,5.0,,19.38983316439927,-0.0598313388101408,-37.107176734891254,0.0,-37.107176734891254,1.0,1.0,2.95,10.0,,True
42,crossing_left,True,success,False,139,80.70000000000012,27.8,0.9773030013339644,6.47228353889221,8.58985746341778,982.3123379672188,0.0,982.3123379672188,1.0,1.0,,,,False
43,crossing_left,False,dynamic_collision,True,32,16.500000000000007,6.4,,12.645323616008028,-0.05534890730997555,5.227830418835879,0.0,5.227830418835879,1.0,1.0,3.0,10.0,,True
44,crossing_left,False,static_collision_1,True,52,28.5,10.4,,-0.02258244043583879,8.467930201634935,152.211714612927,0.0,152.211714612927,1.0,1.0,3.0,30.0,,True
45,crossing_left,True,success,False,136,78.89891005754473,27.200000000000003,0.9812818509032879,14.319311729490288,16.601712493720214,968.818751265184,0.0,968.818751265184,1.0,0.9926470588235294,,,,False
46,crossing_left,False,static_collision_1,True,44,23.70000000000001,8.8,,-0.28638418823757217,18.365224908171562,112.64985594429793,0.0,112.64985594429793,1.0,1.0,3.0,22.0,,True
47,crossing_left,False,dynamic_collision,True,28,14.1,5.6000000000000005,,9.168536307071262,-0.17736710579707538,-18.07415783078318,0.0,-18.07415783078318,1.0,1.0,2.9571428571428573,10.0,,True
48,crossing_left,True,success,False,131,75.89999999999995,26.200000000000003,0.969661005904203,17.604860498431368,16.927068430903084,930.8984678741601,0.0,930.8984678741601,1.0,1.0,,,,False
49,crossing_left,False,dynamic_collision,True,25,12.299999999999997,5.0,,10.787219326651446,-0.30464210411635007,-36.23772648998265,0.0,-36.23772648998265,1.0,1.0,2.905263157894737,10.0,,True
50,crossing_left,True,success,False,133,77.09991193413734,26.6,0.9730147158703946,2.7459917816402752,6.339027697192545,947.241313728567,0.0,947.241313728567,1.0,0.9924812030075187,,,,False
51,crossing_left,False,dynamic_collision,True,25,12.300000000000002,5.0,,10.658166087055568,-0.359453074147734,-35.70935510106088,0.0,-35.70935510106088,1.0,1.0,2.905263157894737,10.0,,True
52,crossing_left,True,success,False,132,75.8523591935635,26.400000000000002,0.9712348623014811,0.9062319248723414,20.716639552364743,929.1623663511983,0.0,929.1623663511983,0.7704918032786885,0.7878787878787878,3.0,33.0,,True
53,crossing_left,False,dynamic_collision,True,24,11.699999999999998,4.800000000000001,,14.202412604376729,-0.28243113223036787,-41.65703281252577,0.0,-41.65703281252577,1.0,1.0,2.9000000000000004,10.0,,True
54,crossing_left,False,dynamic_collision,True,24,11.700000000000005,4.800000000000001,,13.524984827321735,-0.25052418738690374,-41.65394548041297,0.0,-41.65394548041297,1.0,1.0,2.9000000000000004,10.0,,True
55,crossing_left,True,success,False,138,80.09999999999997,27.6,0.9891569270425118,8.572234472751559,13.355392400238859,988.4359791148454,0.0,988.4359791148454,1.0,1.0,,,,False
56,crossing_left,False,static_collision_1,True,49,26.7,9.8,,-0.38225178411229077,16.712917727599216,139.38944386748017,0.0,139.38944386748017,1.0,1.0,3.0,27.0,,True
57,crossing_left,False,dynamic_collision,True,28,14.100000000000009,5.6000000000000005,,20.633488632623514,-0.2380103827297675,-20.42917158769363,0.0,-20.42917158769363,1.0,1.0,2.9850000000000003,10.0,,True
58,crossing_left,False,dynamic_collision,True,29,14.700000000000003,5.800000000000001,,13.066083704733167,-0.23075830081379856,-12.495452623417776,0.0,-12.495452623417776,1.0,1.0,2.959090909090909,10.0,,True
59,crossing_left,True,success,False,134,77.70000000000003,26.8,0.9639386081789758,14.739796912862538,22.83046085700767,945.2196370306395,0.0,945.2196370306395,1.0,1.0,,,,False
