scenario_id,scenario_type,difficulty,risk_level,layout_type,success,termination_reason,collision_type,episode_reward,steps,navigation_time,path_length,direct_start_goal_distance,final_goal_distance,min_static_center_distance,min_static_clearance,min_dynamic_center_distance,min_dynamic_clearance,closest_dynamic_step,closest_dynamic_time,path_efficiency
21,crossing_left,standard,conflict,clear,True,success,none,954.1322135314762,136,27.200000000000003,78.9,75.95995913083297,2.866737777685358,8.360028283675572,3.3600282836755717,16.486238939729972,12.486238939729972,99,19.8,0.9627371245986434
22,crossing_right,standard,conflict,two_sides,False,static_collision_2,static_collision_2,361.017997992694,94,18.8,53.70000000000002,78.07836778356672,32.08747355541554,4.940425866694228,-0.059574133305772214,6.614198733995477,2.614198733995477,67,13.4,
23,crossing_right,standard,time_separated,blocking,True,success,none,963.254966725348,141,28.200000000000003,81.90000000000005,76.91828699423209,2.8877903216972713,11.230489037812395,6.230489037812395,24.819347197210863,20.819347197210863,83,16.6,0.9391732233727966
24,head_on,standard,conflict,mixed,True,success,none,976.921867061139,141,28.200000000000003,81.9000000000001,78.15098895217052,2.7538022460566385,8.02788574332655,3.02788574332655,9.983105588593366,5.983105588593366,60,12.0,0.9542245293305301
25,crossing_left,standard,receding,blocking,True,success,none,985.5459720397673,143,28.6,83.10000000000004,79.16191576633148,2.8923185623546748,11.14176532098284,6.14176532098284,25.791841730993397,21.791841730993397,0,0.0,0.9526102980304626
26,crossing_right,standard,time_separated,blocking,True,success,none,1012.5569544158382,149,29.8,86.69999999999999,81.47595945554822,2.475264013964376,13.099165365780122,8.099165365780122,23.538012326038395,19.538012326038395,46,9.200000000000001,0.9397457838010177
27,head_on,standard,conflict,clear,True,success,none,1012.1910793243275,148,29.6,86.10000000000005,81.65532315782461,2.696215225391804,27.343377741763984,22.343377741763984,10.261383052021513,6.261383052021513,65,13.0,0.9483777370246755
28,overtaking,standard,time_separated,blocking,True,success,none,943.5594458489254,137,27.400000000000002,79.5,76.23000489340889,2.624808811347329,6.941448758615453,1.9414487586154534,4.960719838425131,0.9607198384251312,44,8.8,0.958867986080615
29,overtaking,standard,conflict,mixed,True,success,none,1017.2115364047772,147,29.400000000000002,85.5,82.12803678734191,2.5282235494506744,5.896107972888271,0.896107972888271,9.92371875582123,5.9237187558212305,71,14.200000000000001,0.9605618337700809
30,head_on,standard,receding,clear,True,success,none,970.1840192683593,139,27.8,80.70000000000006,77.17336955763771,2.4599676308017346,24.051817523664468,19.051817523664468,20.96788294420907,16.96788294420907,0,0.0,0.9562994988554852
31,overtaking,standard,conflict,clear,True,success,none,941.48207689655,135,27.0,78.29999999999994,74.55468332297319,2.7314756333181593,26.246610477823964,21.246610477823964,10.504608455869072,6.5046084558690715,54,10.8,0.9521670922474234
32,crossing_right,standard,time_separated,blocking,True,success,none,939.0431616579671,137,27.400000000000002,79.50000000000001,74.41859050488361,2.8292743390868718,12.07046524127762,7.0704652412776205,23.668490076913923,19.668490076913923,65,13.0,0.9360828994324981
33,overtaking,standard,conflict,clear,True,success,none,923.0514771677526,133,26.6,77.1,72.80247995127235,2.832332234497056,11.55050552422138,6.55050552422138,9.316509789104263,5.316509789104263,37,7.4,0.944260440353727
34,overtaking,standard,receding,blocking,False,static_collision_1,static_collision_1,-7.113798217471469,26,5.2,12.900000000000004,81.18904694294547,72.60602460605058,4.95286828737107,-0.047131712628930345,28.532312766519745,24.532312766519745,0,0.0,
35,crossing_left,standard,conflict,mixed,True,success,none,940.2150025618255,136,27.200000000000003,78.89999999999999,74.66610481746704,2.9646045612844723,10.966394940176405,5.966394940176405,13.261842952722537,9.261842952722537,81,16.2,0.9463384640997091
36,crossing_left,standard,conflict,mixed,True,success,none,958.7074498588386,140,28.0,81.30000000000003,76.48707790023042,2.91633291434654,12.206332585699839,7.206332585699839,17.095698268449357,13.095698268449357,95,19.0,0.9408004661774956
37,crossing_left,standard,conflict,two_sides,False,static_collision_2,static_collision_2,382.2270482337482,95,19.0,54.300000000000026,79.13590287076725,31.365708646061776,4.945244625244156,-0.054755374755844244,15.329438470995877,11.329438470995877,78,15.600000000000001,
38,crossing_right,standard,receding,blocking,True,success,none,969.1371751911302,140,28.0,81.29999999999991,77.05521487184791,2.4414973527348485,10.25785270463238,5.257852704632381,24.285036759475613,20.285036759475613,0,0.0,0.9477886208099384
39,head_on,standard,receding,blocking,False,static_collision_2,static_collision_2,354.66999517420953,89,17.8,50.70000000000003,72.81446436524246,27.782368221337205,4.916994660924774,-0.08300533907522567,27.293381272342575,23.293381272342575,0,0.0,
40,overtaking,standard,conflict,two_sides,False,static_collision_2,static_collision_2,396.6108594301282,99,19.8,56.69999999999996,77.68349989462602,28.442269751468725,4.646023458616196,-0.35397654138380386,8.22169815242424,4.22169815242424,38,7.6000000000000005,
41,crossing_right,standard,conflict,mixed,True,success,none,970.3663045963301,142,28.400000000000002,82.50000000000001,77.68931779693985,2.942687337306837,10.10359534207472,5.103595342074721,8.459372118001827,4.459372118001827,73,14.600000000000001,0.9416887005689677
42,head_on,standard,conflict,clear,True,success,none,961.9744732180059,141,28.200000000000003,81.90000000000003,76.86484503613788,2.723800687630496,5.179507083824288,0.17950708382428804,10.252245052440916,6.252245052440916,102,20.400000000000002,0.9385206964119396
43,crossing_right,standard,time_separated,blocking,True,success,none,926.2586327006663,134,26.8,77.70000000000005,73.22728886758917,2.9314255975225025,9.230383963202375,4.2303839632023745,23.40025137688292,19.40025137688292,36,7.2,0.9424361501620222
44,head_on,standard,receding,two_sides,False,static_collision_2,static_collision_2,373.4672863802249,92,18.400000000000002,52.50000000000003,78.76321515581233,31.841689256079974,4.923580039793185,-0.07641996020681496,20.462590203747496,16.462590203747496,0,0.0,
45,head_on,standard,conflict,clear,True,success,none,964.8751666879211,141,28.200000000000003,81.90000000000008,77.21833908509002,2.7703420049836,5.08618151302565,0.08618151302565025,10.513204455213351,6.5132044552133515,84,16.8,0.9428368630658114
46,head_on,standard,conflict,two_sides,False,static_collision_2,static_collision_2,383.83903180956713,96,19.200000000000003,54.899999999999984,77.7551292843171,29.78557665686503,4.578927866447144,-0.42107213355285644,11.202185055416573,7.202185055416573,78,15.600000000000001,
47,crossing_right,standard,time_separated,blocking,False,static_collision_2,static_collision_2,322.1306429917951,89,17.8,50.699999999999974,75.78597433105776,34.04306545924176,4.7629942480286385,-0.23700575197136153,21.331844899738414,17.331844899738414,59,11.8,
48,crossing_right,standard,conflict,mixed,True,success,none,979.6474060920314,145,29.0,84.30000000000007,79.05577672143919,2.8306124079224584,12.559650530098654,7.559650530098654,5.8763847813228836,1.8763847813228836,88,17.6,0.9377909456872968
49,crossing_right,standard,time_separated,clear,True,success,none,970.7812444027608,139,27.8,80.69999999999999,77.20387112317903,2.430746682902964,28.507056054245457,23.507056054245457,11.281317009894611,7.281317009894611,66,13.200000000000001,0.9566774612537675
50,crossing_left,standard,conflict,mixed,True,success,none,987.5227051773984,144,28.8,83.70000000000006,79.29285632902463,2.8205858112847486,8.913514362720521,3.9135143627205213,14.57894379214666,10.57894379214666,91,18.2,0.947345953751787
51,crossing_right,standard,time_separated,blocking,True,success,none,949.1948915941406,139,27.8,80.70000000000006,75.6796249444028,2.790300186732402,10.182436161606716,5.1824361616067165,6.719609820704079,2.719609820704079,81,16.2,0.9377896523469981
52,head_on,standard,conflict,mixed,True,success,none,983.1817700265292,144,28.8,83.70000000000009,78.95286948152557,2.7557637608528194,5.628840952930905,0.6288409529309051,13.05213296539173,9.05213296539173,58,11.600000000000001,0.9432839842476163
53,overtaking,standard,time_separated,blocking,True,success,none,989.0349680888553,143,28.6,83.10000000000004,79.22620385233782,2.529036297849493,7.900958757516334,2.9009587575163343,7.585918647455446,3.585918647455446,66,13.200000000000001,0.9533839212074342
54,crossing_left,standard,conflict,mixed,True,success,none,968.2698757744043,141,28.200000000000003,81.9,77.49469481809288,2.962707240652419,8.955106140655536,3.955106140655536,13.392162985045506,9.392162985045506,108,21.6,0.9462111699400839
55,head_on,standard,conflict,two_sides,True,success,none,964.2553735486636,140,28.0,81.29999999999993,76.9465787123862,2.6312599968931347,5.5330127465868735,0.5330127465868735,10.959862935181492,6.9598629351814925,79,15.8,0.9464523826861779
56,overtaking,standard,conflict,clear,True,success,none,962.9417818368858,140,28.0,81.29999999999998,76.8014641207008,2.807285937012195,10.42936675521046,5.429366755210459,9.191603698100447,5.191603698100447,31,6.2,0.9446674553591736
57,overtaking,standard,conflict,mixed,True,success,none,985.493475447056,143,28.6,83.10000000000002,79.0759391919638,2.811591647258182,8.166951637585745,3.166951637585745,10.08992608977487,6.08992608977487,78,15.600000000000001,0.9515756822137639
58,head_on,standard,conflict,mixed,False,static_collision_1,static_collision_1,116.394392446983,52,10.4,28.500000000000018,75.77973933345211,54.77509092225823,4.864900541226993,-0.13509945877300744,16.62642926620128,12.626429266201281,52,10.4,
59,overtaking,standard,conflict,mixed,True,success,none,1025.1014456362286,149,29.8,86.70000000000009,83.01298510797564,2.6849944450517254,6.316259095864203,1.3162590958642033,11.430528637709404,7.430528637709404,79,15.8,0.9574738766779187
