scenario_id,scenario_type,success,reason,collision,steps,path_length,navigation_time,path_efficiency,min_static_clearance,min_dynamic_clearance,base_return,risk_return,training_return,full_speed_fraction_after_2s,clipped_mean_fraction,high_risk_mean_speed,risk_onset_step,braking_delay_seconds,risk_no_braking_response
0,head_on,True,success,False,135,78.29999999999995,27.0,0.9720021163313788,4.965577329544859,24.899411147979155,957.3778378896066,0.0,957.3778378896066,1.0,1.0,,,,False
1,head_on,True,success,False,135,78.3,27.0,0.9905387964102863,7.412621978518489,18.300011669432756,970.7721568211441,0.0,970.7721568211441,1.0,1.0,,,,False
2,head_on,False,static_collision_2,True,98,56.100000000000016,19.6,,-0.4778944892223276,25.901965665565548,409.87580549445704,-44.933450258677524,364.94235523577953,1.0,1.0,3.0,76.0,,True
3,head_on,True,success,False,136,78.89999999999998,27.200000000000003,0.99166046625581,11.92466093346454,25.0942705798405,976.9995425913814,0.0,976.9995425913814,1.0,1.0,,,,False
4,head_on,True,success,False,141,81.89999999999999,28.200000000000003,0.9554161091557601,3.1169533007975687,5.9899852965183715,979.0076365209025,0.0,979.0076365209025,1.0,1.0,,,,False
5,head_on,False,static_collision_2,True,99,56.70000000000002,19.8,,-0.2624102918530289,4.354011551121051,416.9738336982515,-44.61878692596085,372.3550467722906,1.0,1.0,3.0,77.0,,True
6,head_on,True,success,False,138,80.10000000000001,27.6,0.9645608197447064,9.25120355675103,5.600735559853277,968.8509320089413,0.0,968.8509320089413,1.0,1.0,,,,False
7,head_on,True,success,False,143,83.10000000000004,28.6,0.9634472803801671,20.05142376010769,6.058430765666333,996.3902528521344,0.0,996.3902528521344,1.0,1.0,,,,False
8,head_on,True,success,False,146,84.89999999999998,29.200000000000003,0.9433962168562574,6.878211325152257,7.473392937989338,997.6612216253143,0.0,997.6612216253143,1.0,1.0,,,,False
9,head_on,True,success,False,139,80.70000000000006,27.8,0.9642171798194423,7.118990327338748,4.611145940788035,971.695341339117,0.0,971.695341339117,1.0,1.0,,,,False
10,head_on,True,success,False,140,81.29999999999998,28.0,0.9833472166384593,0.04885526664881912,21.383243925450774,990.6902765522223,-55.459843852014956,935.2304327002073,1.0,1.0,3.0,72.0,,True
11,head_on,True,success,False,143,83.09999999999997,28.6,0.9733994252962179,1.5606164141104717,4.191033093274328,1002.4927726032487,-14.48625310807872,988.00651949517,1.0,1.0,,,,False
12,head_on,True,success,False,141,81.89999999999996,28.200000000000003,0.9635353582248146,1.4733119810176136,4.942858963266634,982.702703102825,-21.809290845460065,960.893412257365,1.0,1.0,3.0,77.0,,True
13,head_on,False,static_collision_2,True,99,56.70000000000003,19.8,,-0.21495609231604806,3.1787106363321396,421.5622596363868,-43.365005582633984,378.197254053753,1.0,1.0,3.0,77.0,,True
14,head_on,False,static_collision_2,True,102,58.50000000000003,20.400000000000002,,-0.24160576847997017,5.0559100797579895,441.3355793996635,-44.178769577863136,397.15680982180055,1.0,1.0,3.0,80.0,,True
15,head_on,True,success,False,133,77.09999999999997,26.6,0.9577205153797433,6.450189282170067,5.8694973355986875,937.4925457529005,0.0,937.4925457529005,1.0,1.0,,,,False
16,head_on,False,static_collision_2,True,94,53.699999999999996,18.8,,-0.2050198573996811,4.8510586168403,391.5641654388659,-45.138803662153144,346.42536177671286,1.0,1.0,3.0,71.0,,True
17,head_on,True,success,False,141,81.90000000000003,28.200000000000003,0.9470682288983832,24.374463742242796,2.5011311297581607,970.5752366946327,-0.9314383726172215,969.6437983220154,1.0,1.0,,,,False
18,head_on,True,success,False,139,80.7,27.8,0.9560388499556597,2.38650672679875,4.377841974561045,970.0087458449559,-10.676712823948435,959.3320330210074,1.0,1.0,3.0,35.0,,True
19,head_on,True,success,False,139,80.70000000000003,27.8,0.9650043588450085,0.10777516610751547,5.886274847122518,974.0650229937423,-56.021664662659454,918.0433583310833,1.0,1.0,3.0,78.0,,True
20,head_on,True,success,False,137,79.49999999999999,27.400000000000002,0.9597687443258328,2.834887116756975,21.557344821237113,961.2716125852696,0.0,961.2716125852696,1.0,1.0,,,,False
21,head_on,True,success,False,137,79.50000000000001,27.400000000000002,0.9700506414323739,1.0501249456124429,5.011624947194372,963.9021707166161,-25.416483842776177,938.48568687384,1.0,1.0,,,,False
22,head_on,True,success,False,133,77.10000000000007,26.6,0.9565362891007889,5.801749137430802,4.626650325138817,935.2536193233414,0.0,935.2536193233414,1.0,1.0,,,,False
23,head_on,False,static_collision_2,True,95,54.30000000000004,19.0,,-0.1657437340423522,4.03289277077706,399.6862832114063,-43.58177462261108,356.10450858879534,1.0,1.0,3.0,73.0,,True
24,head_on,False,dynamic_collision,True,87,49.500000000000036,17.400000000000002,,14.272498839084193,-0.3165453820768138,304.61064824185075,-42.868443965098216,261.74220427675255,1.0,1.0,3.0,66.0,,True
25,head_on,False,static_collision_2,True,104,59.700000000000024,20.8,,-0.1899492276767587,4.018332795714258,447.5442570147997,-44.78812514631005,402.7561318684896,1.0,1.0,3.0,82.0,,True
26,head_on,True,success,False,144,83.70000000000006,28.8,0.9697873501443304,1.4970054926358758,4.971544442936418,1009.3776459678145,-13.429304041169448,995.9483419266453,1.0,1.0,,,,False
27,head_on,False,static_collision_2,True,98,56.10000000000001,19.6,,-0.2869140044546059,3.5109259585687322,413.08190506347717,-43.77784827207475,369.3040567914027,1.0,1.0,3.0,76.0,,True
28,head_on,True,success,False,140,81.29999999999998,28.0,0.9587676145551968,3.7102041595357065,4.988486367625571,976.484876523609,0.0,976.484876523609,1.0,1.0,,,,False
29,head_on,True,success,False,142,82.49999999999996,28.400000000000002,0.9594697330344955,3.733905345024965,21.169868227706054,986.3192062077192,0.0,986.3192062077192,1.0,1.0,,,,False
30,head_on,True,success,False,137,79.50000000000009,27.400000000000002,0.9578219620955891,2.673991756125729,22.351696346732243,958.9807737916536,0.0,958.9807737916536,1.0,1.0,,,,False
31,head_on,False,static_collision_2,True,102,58.5,20.400000000000002,,-0.17476068874267714,5.268146018023341,433.06554237644053,-44.60258272138144,388.4629596550591,1.0,1.0,3.0,80.0,,True
32,head_on,True,success,False,145,84.30000000000005,29.0,0.967254602744794,8.00676249012665,6.270609188763114,1013.2440606369074,0.0,1013.2440606369074,1.0,1.0,,,,False
33,head_on,True,success,False,138,80.10000000000002,27.6,0.9509176145749614,3.510143012320844,17.99245525703351,958.857008389201,0.0,958.857008389201,1.0,1.0,,,,False
34,head_on,True,success,False,139,80.70000000000003,27.8,0.9607606789587052,0.8644574378397829,4.9631405634140435,971.8810680925386,-28.43001600666245,943.4510520858764,1.0,1.0,3.0,92.0,,True
35,head_on,True,success,False,138,80.09999999999998,27.6,0.9406808349753188,3.0887202333524346,4.605231305480659,950.1240664268865,0.0,950.1240664268865,1.0,1.0,,,,False
36,head_on,False,static_collision_2,True,94,53.70000000000002,18.8,,-0.06114149342022834,20.908251796191067,408.0725788837975,-42.578541965716795,365.49403691808084,1.0,1.0,3.0,73.0,,True
37,head_on,True,success,False,140,81.30000000000001,28.0,0.9557060998377787,3.7690908800162983,4.444784897921489,974.009788431713,0.0,974.009788431713,1.0,1.0,,,,False
38,head_on,True,success,False,137,79.5,27.400000000000002,0.9613886949685271,8.089872056585895,6.306043908542511,957.4650269675743,0.0,957.4650269675743,1.0,1.0,,,,False
39,head_on,False,static_collision_2,True,92,52.49999999999997,18.400000000000002,,-0.3912888283850888,5.212730099896943,372.7102257755424,-46.76062129598995,325.94960447955236,1.0,1.0,3.0,69.0,,True
40,head_on,True,success,False,140,81.30000000000005,28.0,0.9717186636170662,4.67702835697604,3.6673997397677915,985.2354407228444,0.0,985.2354407228444,1.0,1.0,,,,False
41,head_on,False,static_collision_2,True,102,58.50000000000004,20.400000000000002,,-0.07405295674211931,18.863800563748146,447.7475380429255,-45.721866810683125,402.0256712322424,1.0,1.0,3.0,79.0,,True
42,head_on,True,success,False,141,81.90000000000005,28.200000000000003,0.9549626873604314,18.939807771259744,4.993859496203909,978.9891927053002,0.0,978.9891927053002,1.0,1.0,,,,False
43,head_on,True,success,False,139,80.70000000000009,27.8,0.9645750784088457,4.209382578261485,4.175358429178489,976.3055716216184,0.0,976.3055716216184,1.0,1.0,,,,False
44,head_on,True,success,False,131,75.90000000000002,26.200000000000003,0.9677067056183547,2.4055626903601013,2.9424531032653958,929.5036531318683,0.0,929.5036531318683,1.0,1.0,,,,False
45,head_on,False,static_collision_2,True,99,56.70000000000002,19.8,,-0.1278758668881963,24.797879150380687,437.92852208250827,-42.77075609153643,395.1577659909718,1.0,1.0,3.0,78.0,,True
46,head_on,True,success,False,145,84.29999999999997,29.0,0.9683054404470824,1.245515259166786,4.178370133046062,1009.6083970976417,-18.214692982298043,991.3937041153436,1.0,1.0,,,,False
47,head_on,True,success,False,139,80.69999999999992,27.8,0.9793207983032068,15.013637454525114,24.499252266913356,986.0553511013737,0.0,986.0553511013737,1.0,1.0,,,,False
48,head_on,True,success,False,136,78.90000000000005,27.200000000000003,0.9643184830670243,2.396102963923653,5.859228498719009,955.25085190671,-1.5406144954196694,953.7102374112903,1.0,1.0,,,,False
49,head_on,True,success,False,147,85.50000000000003,29.400000000000002,0.9578513883274671,4.464023455352921,5.355451153148488,1012.0960001618814,0.0,1012.0960001618814,1.0,1.0,,,,False
50,head_on,False,static_collision_2,True,103,59.10000000000001,20.6,,-0.035711249631326325,4.280512438956766,440.76474311126105,-63.95455802396039,376.8101850873012,1.0,1.0,3.0,29.0,,True
51,head_on,True,success,False,141,81.90000000000003,28.200000000000003,0.9599650526924401,2.622205243719189,7.789756370077363,982.9492201372068,-0.07559482792968542,982.873625309277,1.0,1.0,,,,False
52,head_on,False,static_collision_2,True,94,53.70000000000002,18.8,,-0.2709665330275035,6.3388648095190625,384.90545343844883,-43.89450958839018,341.01094385005865,1.0,1.0,3.0,72.0,,True
53,head_on,True,success,False,132,76.49999999999996,26.400000000000002,0.993850325994756,13.01551306332264,17.42861127857573,954.5357660295479,0.0,954.5357660295479,1.0,1.0,,,,False
54,head_on,True,success,False,143,83.09999999999995,28.6,0.9651079417644735,1.0786052969023219,5.111393904632358,994.9016551201926,-34.294321973177375,960.6073331470153,1.0,1.0,3.0,80.0,,True
55,head_on,True,success,False,135,78.30000000000001,27.0,0.9859332627854859,10.656142772886392,23.583187302178274,970.445115462551,0.0,970.445115462551,1.0,1.0,,,,False
56,head_on,True,success,False,142,82.49999999999993,28.400000000000002,0.9726464479198701,3.7512289051557275,21.499169860238112,1000.9040486374736,0.0,1000.9040486374736,1.0,1.0,,,,False
57,head_on,False,dynamic_collision,True,90,51.300000000000026,18.0,,21.79013296326843,-0.08903678544680194,316.2235045310831,-45.08071949727581,271.1427850338074,1.0,1.0,3.0,67.0,,True
58,head_on,False,static_collision_2,True,88,50.10000000000004,17.6,,-0.2677646503144002,24.855181065785736,371.05933732520054,-43.31059810250601,327.74873922269455,1.0,1.0,3.0,66.0,,True
