scenario_type,scenario_count,success_count,success_rate,success_rate_wilson_95_low,success_rate_wilson_95_high,static_collision_count,dynamic_collision_count,average_path_length,successful_average_path_efficiency,average_navigation_time,average_min_static_clearance,average_min_dynamic_clearance
crossing_left,60,60,1.0,0.93982814785791,0.9999999999999998,0,0,78.12020814852931,0.9895678683144473,28.323333333333338,5.327790488021953,7.412606473425694
crossing_right,60,60,1.0,0.93982814785791,0.9999999999999998,0,0,78.29438877218156,0.9878345716205834,28.410000000000004,5.3190963011389005,6.674737337878496
head_on,60,60,1.0,0.93982814785791,0.9999999999999998,0,0,78.58398599379898,0.9826398857528839,28.469999999999995,4.718622680647871,6.575708894509779
overtaking,60,60,1.0,0.93982814785791,0.9999999999999998,0,0,78.72818511845838,0.9872534794542586,28.513333333333335,5.021562502472234,9.23087266965145
