#{"t_start": 1789401269.8028343, "env_id": "None"}
r,l,t,episode_base_return,episode_risk_return,episode_training_return
32.286587,499,1.216641,32.286586950236114,0.0,32.286586950236114
-272.763479,286,1.430949,-272.76347933547333,0.0,-272.76347933547333
-233.718259,186,1.566807,-233.7182591214749,0.0,-233.7182591214749
-205.055808,275,1.76851,-205.05580760180675,0.0,-205.05580760180675
-233.390696,558,2.171105,-233.39069602796314,0.0,-233.39069602796314
-30.831566,37,2.201005,-30.83156608498392,0.0,-30.83156608498392
106.362397,89,2.266333,106.3623974298061,0.0,106.3623974298061
74.061484,107,2.343019,74.06148374478268,0.0,74.06148374478268
31.864729,145,3.007829,31.86472937712172,0.0,31.86472937712172
384.296995,600,3.444762,384.29699547276664,0.0,384.29699547276664
515.871256,454,3.772408,515.8712562700609,0.0,515.8712562700609
452.538758,360,4.036416,452.5387575919932,0.0,452.5387575919932
329.476822,574,5.048793,329.4768215510753,0.0,329.4768215510753
971.786665,283,5.252638,971.7866648967687,0.0,971.7866648967687
637.574729,600,5.690744,637.5747293125787,0.0,637.5747293125787
204.483529,122,5.778448,204.48352862534597,0.0,204.48352862534597
-234.4697,157,5.893729,-234.46969966636772,0.0,-234.46969966636772
207.377866,140,5.99569,207.37786576237193,0.0,207.37786576237193
-2.447814,61,6.043244,-2.4478143469950595,0.0,-2.4478143469950595
421.946968,598,6.476422,421.9469678453636,0.0,421.9469678453636
142.203642,135,7.193271,142.20364237180144,0.0,142.20364237180144
426.950463,191,7.332165,426.9504626586503,0.0,426.9504626586503
147.121223,94,7.400209,147.12122335699684,0.0,147.12122335699684
-22.900539,32,7.425976,-22.900538698096753,0.0,-22.900538698096753
133.2364,88,7.491085,133.23639991814372,0.0,133.23639991814372
475.054012,451,7.817099,475.0540121892062,0.0,475.0540121892062
955.786913,335,8.060112,955.7869126899164,0.0,955.7869126899164
130.854524,112,8.141649,130.85452436001333,0.0,130.85452436001333
432.822057,284,8.348342,432.8220572715319,0.0,432.8220572715319
281.888298,263,8.538426,281.8882975953895,0.0,281.8882975953895
979.008409,352,9.35475,979.0084091842119,0.0,979.0084091842119
956.981268,500,9.714472,956.9812677056264,0.0,956.9812677056264
965.167983,549,10.106492,965.1679828279235,0.0,965.1679828279235
364.495355,300,10.325474,364.49535514666326,0.0,364.49535514666326
401.399274,255,14.908539,401.3992742112356,0.0,401.3992742112356
466.244632,483,15.826727,466.24463171376317,0.0,466.24463171376317
-25.690108,37,15.855221,-25.69010815940743,0.0,-25.69010815940743
978.462212,269,16.051883,978.462212096672,0.0,978.462212096672
412.460939,204,16.201091,412.4609386354531,0.0,412.4609386354531
447.560349,265,16.392723,447.56034921008904,0.0,447.56034921008904
470.873924,236,16.568324,470.8739241549579,0.0,470.8739241549579
356.179157,257,16.756116,356.1791570166188,0.0,356.1791570166188
153.583908,100,16.830562,153.58390816946084,0.0,153.58390816946084
334.387139,147,16.938158,334.3871393196262,0.0,334.3871393196262
