scenario_id,scenario_type,difficulty,risk_level,layout_type,success,termination_reason,collision_type,episode_reward,steps,navigation_time,path_length,direct_start_goal_distance,final_goal_distance,min_static_center_distance,min_static_clearance,min_dynamic_center_distance,min_dynamic_clearance,closest_dynamic_step,closest_dynamic_time,path_efficiency,mean_inference_ms,p95_inference_ms,total_heading_variation,full_speed_fraction
0,head_on,challenge,receding,blocking,True,success,none,957.1977621427674,142,28.400000000000002,78.46999972231687,76.60553635239825,2.9564786524111293,5.599832237773052,0.5998322377730521,29.0778012400452,25.0778012400452,0,0.0,0.9762397938509438,0.6151338026721136,0.7681650080485267,1.2692036225339136,0.8111888111888111
1,head_on,challenge,conflict,two_sides,True,success,none,982.4685491434022,146,29.200000000000003,80.67333303496243,79.60259008042385,2.908437098719861,6.6482510775482195,1.6482510775482195,4.929690434147209,0.9296904341472088,40,8.0,0.9867274238678779,0.5889691779037541,0.6630999996559694,0.9079202741488678,0.8163265306122449
2,head_on,challenge,receding,blocking,True,success,none,972.40334156814,144,28.8,79.78499944612385,78.1481800043347,2.9835583489988444,5.658602402058871,0.6586024020588708,29.77071803760053,25.77071803760053,0,0.0,0.9794846217565693,0.5964708337463284,0.7240499988256488,1.2000884282897948,0.8206896551724138
3,head_on,challenge,conflict,clear,True,success,none,971.1670537241432,144,28.8,79.32666682966052,78.27048413092739,2.813051656746459,12.293654513656119,7.293654513656119,5.153716176646348,1.1537161766463484,49,9.8,0.9866856538797842,0.6021576392514464,0.7153200058382935,0.8388051858200172,0.8137931034482758
4,head_on,challenge,receding,blocking,True,success,none,956.9120635356718,142,28.400000000000002,78.44999945417038,76.57580886343926,2.955061061729735,5.601436355064845,0.6014363550648447,23.124437918215886,19.124437918215886,0,0.0,0.9761097437377804,0.6008485912568342,0.7342299948504659,1.2629203197485614,0.8111888111888111
5,head_on,challenge,time_separated,blocking,True,success,none,954.6495881302922,141,28.200000000000003,77.90000048048788,76.35676543658639,2.9836368663211914,5.657978979923895,0.6579789799238949,18.911739322123104,14.911739322123104,46,9.200000000000001,0.9801895374276919,0.6127985824289209,0.767299992730841,1.1686724977747598,0.8169014084507042
6,head_on,challenge,conflict,mixed,True,success,none,997.9802286710769,150,30.0,83.16999993726618,81.24685384214165,2.9122996228416245,5.954289765955416,0.9542897659554157,5.103749220210147,1.1037492202101467,43,8.6,0.9768769256153044,0.6014160001844479,0.6992350048676599,1.699601632145952,0.8211920529801324
7,head_on,challenge,time_separated,two_sides,True,success,none,964.4999993845812,140,28.0,77.14999993845814,76.99674593736657,2.846745998908297,11.510092554087914,6.5100925540879135,14.432385145940534,10.432385145940534,44,8.8,0.9980135579881553,0.6073907141399104,0.7272000060766004,0.0,0.8085106382978723
8,head_on,challenge,conflict,two_sides,True,success,none,971.2412821071707,144,28.8,79.59249995813705,78.42294914570073,2.8915626961527123,10.232752779488688,5.232752779488688,5.010408252168403,1.0104082521684026,43,8.6,0.985305766082841,0.6039847219451784,0.7052049877529498,0.9110618461811643,0.8137931034482758
9,head_on,challenge,receding,blocking,True,success,none,995.2266611363965,147,29.400000000000002,81.46999972231671,80.36289017034342,2.948296311775438,5.861289645426805,0.8612896454268046,28.557013012678546,24.557013012678546,0,0.0,0.9864108315239133,0.5945911565455007,0.6823999996413476,0.9801769585720916,0.8175675675675675
10,head_on,challenge,time_separated,two_sides,True,success,none,989.4999993577592,144,28.8,79.66999993577625,79.60458815856293,2.934588222786882,12.208007642334838,7.208007642334838,13.419379737215865,9.419379737215865,41,8.200000000000001,0.9991789660190028,0.5861159713984105,0.6525849945319351,0.0,0.8206896551724138
11,head_on,challenge,conflict,clear,True,success,none,907.0092587959773,133,26.6,73.0300004220755,71.98982010330069,2.966943109225899,16.544504431480078,11.544504431480078,5.034658101714013,1.0346581017140126,49,9.8,0.9857568079862644,0.5883090233052135,0.6687400018563494,0.9047789786432006,0.7985074626865671
12,head_on,challenge,conflict,mixed,True,success,none,943.2384906433055,141,28.200000000000003,77.54999907419085,75.61648977376788,2.830164511278125,6.2144000825413785,1.2144000825413785,4.946571291282625,0.9465712912826252,43,8.6,0.9750675780334541,0.5932340428566706,0.6556000007549301,1.602212177142021,0.8098591549295775
13,head_on,challenge,conflict,mixed,True,success,none,966.3864845469957,145,29.0,80.09333337351677,78.0456845763973,2.8767385134843253,6.241693756038347,1.2416937560383472,4.865567754071826,0.8655677540718258,48,9.600000000000001,0.9744342167959197,0.6007724134492335,0.6825599964940918,1.5896458378926255,0.815068493150685
14,head_on,challenge,receding,blocking,True,success,none,935.5247689003452,137,27.400000000000002,75.47499955326322,74.33605655637815,2.9323482669788437,5.820781343612257,0.8207813436122571,25.970067635508563,21.970067635508563,0,0.0,0.9849096654040879,0.5959605840187737,0.7113800093065946,1.0053096846098684,0.8115942028985508
15,head_on,challenge,conflict,mixed,True,success,none,975.9990420771478,146,29.200000000000003,80.93000011213121,79.06494317268387,2.9738748917019415,6.20121069794914,1.20121069794914,4.93277576128496,0.9327757612849599,45,9.0,0.976954690017753,0.6017726026746534,0.6916749989613891,1.6116369689361438,0.8231292517006803
16,head_on,challenge,time_separated,blocking,True,success,none,924.909364015359,136,27.200000000000003,74.56999941274518,73.17988691176336,2.834454493494858,5.782154451573874,0.7821544515738736,16.659441918286774,12.659441918286774,45,9.0,0.9813582873551127,0.5865867656479274,0.6779499963158742,1.0524335786269192,0.8029197080291971
17,head_on,challenge,conflict,mixed,True,success,none,954.3837320762418,142,28.400000000000002,78.2533330361545,76.69465561467958,2.8428702332295566,6.831780095193451,1.8317800951934506,4.97011687324181,0.9701168732418104,41,8.200000000000001,0.9800816481420058,0.6095035219709324,0.7149800025217701,1.300619293164478,0.8111888111888111
18,head_on,challenge,time_separated,blocking,True,success,none,979.2933907403528,145,29.0,80.22999962970601,78.78217307558543,2.940994096074995,5.72706323377037,0.7270632337703704,15.470813005032953,11.470813005032953,41,8.200000000000001,0.9819540500959381,0.5970027589777099,0.6712200032779947,1.1215486517414217,0.821917808219178
19,head_on,challenge,conflict,clear,True,success,none,936.738702677082,138,27.6,75.99000024452808,74.96677044738344,2.937193523481523,12.909977365041971,7.909977365041971,5.085763486303377,1.0857634863033772,39,7.800000000000001,0.9865346783280433,0.6208181161048781,0.7919699994090479,0.8796458226947593,0.8057553956834532
