scenario_id,scenario_type,difficulty,risk_level,layout_type,success,termination_reason,collision_type,episode_reward,steps,navigation_time,path_length,direct_start_goal_distance,final_goal_distance,min_static_center_distance,min_static_clearance,min_dynamic_center_distance,min_dynamic_clearance,closest_dynamic_step,closest_dynamic_time,path_efficiency,mean_inference_ms,p95_inference_ms,total_heading_variation,full_speed_fraction
0,head_on,challenge,receding,blocking,True,success,none,959.649867066376,137,27.400000000000002,79.50000000000004,76.60553635239825,2.955549645760605,8.062289845391554,3.062289845391554,29.0778012400452,25.0778012400452,0,0.0,0.963591652231424,0.12886569332620335,0.18696000042837083,1.2076727869827197,0.927536231884058
1,head_on,challenge,conflict,two_sides,False,static_collision_2,static_collision_2,413.2520894051106,101,20.200000000000003,57.90000000000003,79.60259008042385,28.5395045258386,4.543502586942035,-0.4564974130579653,7.031101938602858,3.031101938602858,40,8.0,,0.12389801950931623,0.15259999781847,0.9463919507825639,0.9019607843137255
2,head_on,challenge,receding,blocking,True,success,none,975.964580619738,141,28.200000000000003,81.89999999999999,78.1481800043347,2.846721942360835,8.269775928703993,3.269775928703993,29.77071803760053,25.77071803760053,0,0.0,0.9541902320431589,0.12550283725380051,0.18309999722987413,1.2898941764068754,0.9295774647887324
3,head_on,challenge,conflict,clear,True,success,none,977.2483975181171,139,27.8,80.70000000000005,78.27048413092739,2.850644379115617,8.28460060554605,3.28460060554605,8.989703466877433,4.989703466877433,49,9.8,0.9698944749805123,0.12316834558431301,0.1861600045231171,0.9816365719779339,0.9285714285714286
4,head_on,challenge,receding,blocking,True,success,none,959.9816146109217,136,27.200000000000003,78.90000000000002,76.57580886343926,2.8970314110179842,6.972847989889303,1.9728479898893028,23.124437918215886,19.124437918215886,0,0.0,0.9705425711462515,0.12041029367537703,0.1474999990023207,1.0619282643166315,0.927007299270073
5,head_on,challenge,time_separated,blocking,True,success,none,959.3721675713945,138,27.6,80.09999999999997,76.35676543658639,2.72954867944692,7.853763655481248,2.8537636554812478,11.71346043153393,7.71346043153393,49,9.8,0.9532679829786069,0.1280188397673107,0.2048900001682342,1.29692894802535,0.9280575539568345
6,head_on,challenge,conflict,mixed,True,success,none,1006.0848919360562,145,29.0,84.30000000000005,81.24685384214165,2.913364648535989,7.382386671739472,2.3823866717394724,8.029391535198029,4.0293915351980285,43,8.6,0.9637823706066618,0.12772551713639804,0.19450000254437322,1.2068984976808623,0.9315068493150684
7,head_on,challenge,time_separated,two_sides,False,static_collision_2,static_collision_2,361.4975042036197,91,18.2,51.90000000000003,76.99674593736657,31.07031541065283,4.747569748659583,-0.2524302513404173,6.611099412462508,2.611099412462508,46,9.200000000000001,,0.11715384655642312,0.13535000471165404,0.8906571875328176,0.8913043478260869
8,head_on,challenge,conflict,two_sides,False,static_collision_2,static_collision_2,366.7458943000431,92,18.400000000000002,52.499999999999986,78.42294914570073,32.192996239846174,4.798759488393492,-0.2012405116065077,8.18474807482545,4.18474807482545,43,8.6,,0.11450434739463557,0.13463499999488704,0.9043190406632663,0.8924731182795699
9,head_on,challenge,receding,blocking,False,static_collision_2,static_collision_2,457.1987822754205,105,21.0,60.3,80.36289017034342,25.003258205554012,4.874293409893556,-0.1257065901064438,28.557013012678546,24.557013012678546,0,0.0,,0.1281038101296872,0.2015400008531287,0.7774719694353118,0.9056603773584906
10,head_on,challenge,time_separated,two_sides,False,static_collision_2,static_collision_2,428.6106505474446,103,20.6,59.10000000000001,79.60458815856293,26.75111785096843,4.88152586623932,-0.11847413376067983,5.917232144346461,1.9172321443464613,44,8.8,,0.11807184545458883,0.1462799977161921,0.941115093503706,0.9038461538461539
11,head_on,challenge,conflict,clear,True,success,none,916.832249046799,128,25.6,74.09999999999998,71.98982010330069,2.6330137380124956,13.94584879737042,8.94584879737042,7.627875863204079,3.6278758632040793,49,9.8,0.9715225385060824,0.12480234295253467,0.1859999989392233,0.9298123619635693,0.9224806201550387
12,head_on,challenge,conflict,mixed,True,success,none,949.3741808656856,138,27.6,80.10000000000008,75.61648977376788,2.84039084699078,8.747722099150854,3.747722099150854,6.934421595340217,2.9344215953402166,43,8.6,0.9440260895601474,0.12183913033526471,0.18066999327857047,1.419634455570725,0.9280575539568345
13,head_on,challenge,conflict,mixed,True,success,none,973.597239030015,139,27.8,80.70000000000005,78.0456845763973,2.95425219297,7.217442204564923,2.2174422045649234,7.614500329638395,3.6145003296383953,49,9.8,0.9671088547261123,0.12680791400493585,0.19881000480381764,1.1678935819067011,0.9285714285714286
14,head_on,challenge,receding,blocking,True,success,none,936.516121226139,134,26.8,77.70000000000007,74.33605655637815,2.7517503961146006,5.236024830882309,0.2360248308823092,25.970067635508563,21.970067635508563,0,0.0,0.9567060045865905,0.12358432927137629,0.20296999791753476,1.2778330710602828,0.9259259259259259
15,head_on,challenge,conflict,mixed,True,success,none,984.2207281893908,141,28.200000000000003,81.90000000000003,79.06494317268387,2.871819533967476,7.6097650515105695,2.6097650515105695,7.3927274140047,3.3927274140046997,45,9.0,0.9653839215223912,0.1180631201260175,0.1463999942643568,1.1626707579167181,0.9295774647887324
16,head_on,challenge,time_separated,blocking,True,success,none,927.1755634349238,131,26.200000000000003,75.89999999999995,73.17988691176336,2.807330568270947,8.456785847158113,3.4567858471581125,23.61949128771557,19.61949128771557,43,8.6,0.9641618828954336,0.1292076331291362,0.19890000112354755,1.1698922991160383,0.9242424242424242
17,head_on,challenge,conflict,mixed,True,success,none,957.5991810167266,139,27.8,80.69999999999993,76.69465561467958,2.9952456814267876,8.561964574939099,3.5619645749390987,6.5416159194243075,2.5416159194243075,41,8.200000000000001,0.9503674797358072,0.131725899585382,0.2226200012955814,1.3541640737373868,0.9285714285714286
18,head_on,challenge,time_separated,blocking,True,success,none,981.9172026346088,143,28.6,83.10000000000002,78.78217307558543,2.875452812124525,10.679495398880045,5.679495398880045,8.430197869798352,4.430197869798352,44,8.8,0.9480405905605946,0.12655104858510952,0.17181000293930995,1.3837405722553244,0.9305555555555556
19,head_on,challenge,conflict,clear,True,success,none,943.7949694731949,138,27.6,80.10000000000005,74.96677044738344,2.4989362334727248,24.493474277423232,19.493474277423232,5.931176283552394,1.9311762835523938,38,7.6000000000000005,0.9359147371708288,0.12764420302962695,0.18558001102064745,1.4974794577983876,0.9280575539568345
20,head_on,challenge,conflict,mixed,True,success,none,970.3532046687279,142,28.400000000000002,82.49999999999999,77.99852510596612,2.8995246944902298,9.053106776010138,4.053106776010138,6.0919818344047325,2.0919818344047325,39,7.800000000000001,0.9454366679511047,0.1213577461000991,0.15298498838092195,1.4160802299732482,0.9300699300699301
21,head_on,challenge,conflict,two_sides,False,static_collision_2,static_collision_2,433.07316437340404,104,20.8,59.70000000000002,82.96020288967988,30.033806335306856,4.633733528349929,-0.3662664716500714,8.27047872792267,4.27047872792267,47,9.4,,0.13250000050063065,0.2204949953011237,0.9415376521243973,0.9047619047619048
22,head_on,challenge,conflict,mixed,True,success,none,933.6710223767695,133,26.6,77.09999999999998,74.05363196352398,2.960668668571945,7.938032455292809,2.9380324552928094,7.438198143983851,3.4381981439838514,43,8.6,0.9604880929121141,0.12049248060859263,0.1466999936383217,1.2191224802302303,0.9253731343283582
23,head_on,challenge,time_separated,clear,True,success,none,989.0868014285246,141,28.200000000000003,81.89999999999996,79.65984250220525,2.636904291169905,14.257357829180329,9.257357829180329,5.8335981418274,1.8335981418273999,47,9.4,0.9726476495995762,0.1265921987880497,0.18869999621529132,0.9316594885586632,0.9295774647887324
24,head_on,challenge,receding,two_sides,False,static_collision_2,static_collision_2,405.5464060680255,97,19.400000000000002,55.5,79.366662609331,29.217794372943462,4.672845492593917,-0.32715450740608265,24.94549950346743,20.94549950346743,0,0.0,,0.1271505160233217,0.18773999472614372,0.8519261945670409,0.8979591836734694
25,head_on,challenge,time_separated,clear,True,success,none,965.2819478273846,138,27.6,80.09999999999992,76.82891740891723,2.581719960897261,6.596707361923577,1.5967073619235768,8.563450307644281,4.563450307644281,47,9.4,0.9591625144683809,0.1300202895198827,0.21432499343063685,1.1729794493786387,0.9280575539568345
26,head_on,challenge,conflict,mixed,True,success,none,930.3645337719643,132,26.400000000000002,76.50000000000006,73.4443615199448,2.6245657789768915,7.019513541645541,2.0195135416455408,7.078719576754851,3.0787195767548514,46,9.200000000000001,0.9600570133326112,0.12724166652222982,0.19080999118159522,1.2117841384811265,0.924812030075188
27,head_on,challenge,conflict,clear,True,success,none,926.6437435639459,132,26.400000000000002,76.49999999999999,73.29702541784458,2.9726510614499606,9.212060789526584,4.212060789526584,8.699163555276174,4.699163555276174,49,9.8,0.9581310512136548,0.1262651508802788,0.18408499963697972,1.2505436163929584,0.924812030075188
