#{"t_start": 1788917513.1496034, "env_id": "None"}
r,l,t,episode_base_return,episode_risk_return,episode_training_return
25.90844,499,1.158721,25.90843982425129,0.0,25.90843982425129
-271.994125,288,1.30991,-271.9941249674737,0.0,-271.9941249674737
-231.602309,182,1.407707,-231.60230864788673,0.0,-231.60230864788673
-206.107508,275,1.555535,-206.10750778748672,0.0,-206.10750778748672
-235.361315,565,1.852148,-235.36131533788688,0.0,-235.36131533788688
-40.577427,43,1.879213,-25.671405729772772,-14.90602138140834,-40.57742711118112
106.943712,102,1.933155,122.05554438858631,-15.111832800940405,106.94371158764592
-35.041799,430,2.787096,-35.04179888630914,0.0,-35.04179888630914
194.162135,153,2.866675,199.3288356719069,-5.1667006149277706,194.1621350569791
60.879197,101,2.924158,67.61842924290636,-6.739231913345209,60.87919732956115
106.086799,328,3.096425,106.0867993533119,0.0,106.0867993533119
287.942638,335,3.277716,287.94263758300525,0.0,287.94263758300525
1011.03321,283,3.425924,1011.0332095822716,0.0,1011.0332095822716
557.118125,600,4.35584,557.1181247914296,0.0,557.1181247914296
113.751283,80,4.419217,117.98789746610049,-4.2366146608870086,113.75128280521346
371.604883,191,4.525954,375.46541474858975,-3.86053215914698,371.60488258944287
236.000492,175,4.618085,238.6273860247135,-2.6268936199572135,236.00049240475633
435.722621,282,4.763081,443.22739614579393,-7.504774722950461,435.7226214228434
53.434149,183,4.858846,71.7902937356061,-18.356145056715157,53.43414867889098
909.694795,384,5.062344,909.694794844163,0.0,909.694794844163
341.170752,525,5.352548,358.0387923299104,-16.868040567918747,341.1707517619914
578.17229,385,6.174098,579.219990379515,-1.0476999226682917,578.1722904568466
351.809173,175,6.268294,358.81613889518246,-7.006966283186313,351.8091726119962
-6.746857,47,6.297166,8.346885445906352,-15.093742493005792,-6.7468570470994536
466.577539,262,6.434136,476.8670703589465,-10.289531220742207,466.57753913820426
384.539424,595,6.745177,391.40285322811565,-6.863429096867942,384.53942413124776
78.321836,368,6.940479,78.32183582736512,0.0,78.32183582736512
378.152397,232,7.063429,405.6524099273559,-27.500012471254138,378.1523974561016
226.779593,124,7.129067,230.280585177256,-3.5009922391547397,226.7795929381012
587.116386,464,7.99123,587.1163857557216,0.0,587.1163857557216
46.259176,101,8.057166,52.07886960648884,-5.819693137752234,46.2591764687366
970.293658,265,8.222354,970.6360937781237,-0.34243574473647165,970.2936580333873
341.775752,418,8.485765,354.9609739351888,-13.185222151943755,341.775751783245
98.978305,67,8.523525,102.06229351729598,-3.083988456767555,98.97830506052841
362.766466,292,8.676875,380.5897088110619,-17.823242652691064,362.7664661583709
27.512716,66,8.713807,29.99684218360491,-2.48412571165524,27.51271647194966
-32.87008,32,8.731957,-25.494336281239,-7.3757437218510775,-32.87008000309007
947.084914,512,14.644802,953.3121438737675,-6.227229638388829,947.0849142353788
968.31853,248,14.777078,968.3185302667107,0.0,968.3185302667107
202.20362,161,14.865233,218.22442840766712,-16.020807984107336,202.2036204235597
381.31414,166,14.970233,386.8686439379788,-5.554503966180828,381.31413997179794
327.149805,458,15.276569,353.516670082192,-26.366864598905014,327.1498054832869
299.268245,371,15.526863,328.0985120058742,-28.830266865934348,299.26824513993995
344.245862,208,15.639025,349.0195049105836,-4.773642681110138,344.2458622294735
77.321954,74,15.68088,82.4886835582262,-5.166730009329689,77.32195354889649
426.150238,212,16.416588,433.40169134436934,-7.251452889779835,426.1502384545893
45.013374,65,16.452333,54.65283720108988,-9.639463016483017,45.013374184606846
381.42661,342,16.631742,389.0894596372351,-7.662849256046739,381.4266103811883
333.154079,395,16.843987,342.64442214105986,-9.49034266401935,333.15407947704057
104.8615,76,16.885065,112.83980328799609,-7.978303032930251,104.86150025506583
981.636248,340,17.062513,981.636248263365,0.0,981.636248263365
65.496363,74,17.106778,68.78595583213077,-3.2895923424646902,65.49636348966605
357.339784,228,17.225489,417.0938502364417,-59.75406590030639,357.3397843361353
331.914896,167,17.314791,335.6726690105386,-3.7577728019968877,331.9148962085418
