split,method,type,n,success_count,success_rate,success_wilson_95,mean_base_reward,mean_training_reward,mean_risk_penalty,mean_min_static_clearance,mean_min_dynamic_clearance,worst_static_clearance,worst_dynamic_clearance,successful_path_efficiency,successful_navigation_time,full_speed_fraction_after_2s,clipped_mean_fraction,high_risk_mean_speed_episode_average,risk_exposed_episodes,risk_no_response_episodes,risk_no_response_fraction_exposed,braking_delay_responders_only,static_collision_count,static_collision_rate,dynamic_collision_count,dynamic_collision_rate,timeout_count,timeout_rate,out_of_bounds_count,out_of_bounds_rate,collision_count,collision_rate
challenge,instant-seed3,crossing_right,30,29,0.9666666666666667,"[0.8332960900859082, 0.9940914096183874]",949.5422771780844,948.1942111095854,-1.3480660684990073,4.7764654729871125,8.86153408940609,-0.1788090335118681,4.546239537779364,0.963478321397371,28.027586206896558,1.0,1.0,3.0,4,4,1.0,,1,0.03333333333333333,0,0.0,0,0.0,0,0.0,1,0.03333333333333333
challenge,instant-seed3,head_on,30,23,0.7666666666666667,"[0.5907167384187784, 0.8820761185551049]",823.4161391713262,817.2174075927566,-6.19873157856966,3.0791800297975604,6.622869601363884,-0.5498782914287226,-0.0458809514843476,0.9627410893995653,27.47826086956522,1.0,1.0,3.0,17,17,1.0,,6,0.2,1,0.03333333333333333,0,0.0,0,0.0,7,0.23333333333333334
challenge,instant-seed3,overtaking,30,18,0.6,"[0.42320360253322475, 0.7540937188319815]",627.3040980710905,622.2903333872135,-5.013764683876892,3.60879653593307,12.29598775987836,-0.4854447610167653,-0.0312435754936171,0.9608052594088148,27.9,1.0,1.0,2.901369703833472,18,18,1.0,,11,0.36666666666666664,1,0.03333333333333333,0,0.0,0,0.0,12,0.4
challenge,predictive-seed1,crossing_left,30,23,0.7666666666666667,"[0.5907167384187784, 0.8820761185551049]",764.6044005570691,749.145981695409,-15.458418861660107,4.221603936283284,9.652813620016989,-0.4259679164876839,2.671854927093034,0.9855784869843207,26.982608695652175,1.0,1.0,3.0,11,11,1.0,,7,0.23333333333333334,0,0.0,0,0.0,0,0.0,7,0.23333333333333334
challenge,predictive-seed1,crossing_right,30,7,0.23333333333333334,"[0.11792388144489496, 0.40928326158122164]",188.02368748034743,164.2247087965869,-23.798978683760563,13.121226409722624,3.676398846830692,-0.0930329560367946,-0.5610098393055902,0.9764831383971286,27.285714285714285,1.0,1.0,2.8853766758052752,24,24,1.0,,2,0.06666666666666667,21,0.7,0,0.0,0,0.0,23,0.7666666666666667
challenge,predictive-seed1,head_on,30,19,0.6333333333333333,"[0.4551356365479487, 0.7812607919389929]",768.4363167059101,745.4784579430202,-22.957858762889803,2.6040640176349026,8.601186117114,-0.2657030995967453,1.6444835455251647,0.9724456111218602,27.431578947368422,1.0,1.0,3.0,15,15,1.0,,11,0.36666666666666664,0,0.0,0,0.0,0,0.0,11,0.36666666666666664
challenge,predictive-seed1,overtaking,30,18,0.6,"[0.42320360253322475, 0.7540937188319815]",593.8786378483635,573.4766970505812,-20.401940797782466,3.4150482115164533,16.920049859768383,-0.4670225552861105,2.411130053390784,0.9706255665017084,27.72222222222222,1.0,1.0,2.8871589307311396,17,17,1.0,,12,0.4,0,0.0,0,0.0,0,0.0,12,0.4
challenge,predictive-seed2,crossing_left,30,12,0.4,"[0.24590628116801852, 0.5767963974667752]",379.74240926506343,351.5145504714482,-28.22785879361516,9.438147157962417,6.616430558800935,-0.4225209327450061,-0.5183856913810745,0.9788736354862785,27.016666666666666,1.0,1.0,2.9478321467883344,21,21,1.0,,5,0.16666666666666666,13,0.43333333333333335,0,0.0,0,0.0,18,0.6
challenge,predictive-seed2,crossing_right,30,21,0.7,"[0.5212421254128504, 0.8333525173175619]",719.0756283987173,699.5937474098016,-19.481880988915602,4.0569992076420425,7.029460024686356,-0.4401068036096909,2.255970459017222,0.9755351473259394,27.50476190476191,1.0,1.0,3.0,16,16,1.0,,9,0.3,0,0.0,0,0.0,0,0.0,9,0.3
challenge,predictive-seed2,head_on,30,13,0.43333333333333335,"[0.2737748557646652, 0.6080269299918639]",601.6119595649549,563.4463340649683,-38.16562549998667,4.020078465269375,6.188692378788973,-0.5640452745082065,-0.4798668737597498,0.9561495847003371,27.969230769230776,1.0,1.0,3.0,24,24,1.0,,13,0.43333333333333335,4,0.13333333333333333,0,0.0,0,0.0,17,0.5666666666666667
challenge,predictive-seed2,overtaking,30,15,0.5,"[0.33154125640533766, 0.6684587435946623]",515.3515207135392,492.6325868452659,-22.71893386827334,4.322677272408071,12.493610875367864,-0.1864642534445488,-0.3426398416653513,0.959522932153139,28.013333333333335,1.0,1.0,2.9086906373802717,17,17,1.0,,12,0.4,3,0.1,0,0.0,0,0.0,15,0.5
challenge,predictive-seed3,crossing_left,30,30,1.0,"[0.8864866068260312, 0.9999999999999999]",964.3188702260143,956.5538341691879,-7.765036056826365,5.146420812038759,11.266809012908585,0.2643776707963017,3.785039630586814,0.9611989383022163,27.580000000000002,1.0,1.0,3.0,6,6,1.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
challenge,predictive-seed3,crossing_right,30,9,0.3,"[0.16664748268243793, 0.47875787458714947]",247.14540453746164,227.09962623841963,-20.04577829904207,13.94542678178622,3.6451544442234662,3.0113434488404742,-0.6306476870886915,0.9640161118543649,27.666666666666668,1.0,1.0,2.8744134833420554,21,21,1.0,,0,0.0,21,0.7,0,0.0,0,0.0,21,0.7
challenge,predictive-seed3,head_on,30,22,0.7333333333333333,"[0.555520383048111, 0.8581733668040368]",772.653121667078,747.200575537082,-25.45254612999594,2.487312664093973,11.057437251787771,-0.3221286474537281,3.4078837771702863,0.951286633626432,28.1,1.0,1.0,3.0,16,16,1.0,,8,0.26666666666666666,0,0.0,0,0.0,0,0.0,8,0.26666666666666666
challenge,predictive-seed3,overtaking,30,23,0.7666666666666667,"[0.5907167384187784, 0.8820761185551049]",793.8285430388736,770.0159596832652,-23.812583355608297,3.229541078239815,14.483917265070223,-0.318617901956812,1.9592818273566837,0.957609958721955,28.06956521739131,1.0,1.0,2.8919103954144,18,18,1.0,,7,0.23333333333333334,0,0.0,0,0.0,0,0.0,7,0.23333333333333334
challenge,DWA,crossing_left,30,30,1.0,"[0.8864866068260312, 0.9999999999999999]",961.6140980765996,961.6140980765996,0.0,5.245180593270933,9.018490146317934,0.7655974172664353,3.038827357215313,0.9897538332686395,28.18,0.8725445962317604,,3.0,9,0,0.0,21.53333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
challenge,DWA,crossing_right,30,30,1.0,"[0.8864866068260312, 0.9999999999999999]",975.7977351791393,975.7977351791393,0.0,5.490960629848199,7.060786130279917,0.8139002330211662,2.8027992598226428,0.9882841046747527,28.740000000000006,0.8739348454905632,,2.754545353759419,6,0,0.0,21.733333333333334,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
challenge,DWA,head_on,30,30,1.0,"[0.8864866068260312, 0.9999999999999999]",960.5376513655394,960.5376513655394,0.0,3.5264600789481104,6.53356901014445,0.5920449511129231,0.8054929471425867,0.9820996679008666,28.473333333333333,0.8744629460881975,,3.0,26,0,0.0,18.884615384615387,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
challenge,DWA,overtaking,30,28,0.9333333333333333,"[0.7867654163738308, 0.9815229762087295]",902.9735415877949,902.9735415877949,0.0,4.964463025699013,9.841851644133333,0.5002670942763778,0.7672451529547715,0.9870655023608254,28.657142857142862,0.8159288706313258,,2.753608600448334,22,2,0.09090909090909091,21.7,0,0.0,0,0.0,2,0.06666666666666667,0,0.0,0,0.0
