#{"t_start": 1788917507.7220068, "env_id": "None"}
r,l,t,episode_base_return,episode_risk_return,episode_training_return
25.90844,499,1.054769,25.90843982425129,0.0,25.90843982425129
-271.994125,288,1.224322,-271.9941249674737,0.0,-271.9941249674737
-231.602309,182,1.352389,-231.60230864788673,0.0,-231.60230864788673
-206.107508,275,1.532148,-206.10750778748672,0.0,-206.10750778748672
-235.361315,565,1.878724,-235.36131533788688,0.0,-235.36131533788688
-25.671406,43,1.90461,-25.671405729772772,0.0,-25.671405729772772
122.055544,102,1.961293,122.05554438858631,0.0,122.05554438858631
-41.83135,432,2.801597,-41.83134986822634,0.0,-41.83134986822634
197.083502,152,2.880881,197.08350158263858,0.0,197.08350158263858
133.845731,380,3.103022,133.84573130894347,0.0,133.84573130894347
191.560069,369,3.34402,191.560068587765,0.0,191.560068587765
971.086442,343,3.56975,971.0864421124454,0.0,971.0864421124454
602.026946,600,4.532216,602.0269455785677,0.0,602.0269455785677
321.88327,600,4.864568,321.8832699238957,0.0,321.8832699238957
940.435598,329,5.082452,940.4355982403042,0.0,940.4355982403042
456.346041,528,5.439743,456.3460412905483,0.0,456.3460412905483
312.484117,268,5.603959,312.484117126358,0.0,312.484117126358
371.562311,188,5.71495,371.5623111985804,0.0,371.5623111985804
345.325517,236,6.517057,345.3255171393852,0.0,345.3255171393852
630.380149,600,6.838315,630.3801493086632,0.0,630.3801493086632
448.943471,299,7.012862,448.94347051073316,0.0,448.94347051073316
541.086501,600,7.332479,541.0865009611543,0.0,541.0865009611543
181.586563,117,7.394649,181.58656273378492,0.0,181.58656273378492
-17.208336,37,7.415771,-17.20833611095715,0.0,-17.20833611095715
242.863765,173,8.135771,242.86376541508307,0.0,242.86376541508307
401.318352,160,8.222261,401.3183515504792,0.0,401.3183515504792
451.956614,285,8.376202,451.9566143082857,0.0,451.9566143082857
381.710515,229,8.496113,381.71051450891355,0.0,381.71051450891355
164.547311,89,8.545033,164.54731133696316,0.0,164.54731133696316
963.735498,273,8.68912,963.7354984879646,0.0,963.7354984879646
394.309743,199,8.793437,394.30974323381304,0.0,394.30974323381304
661.257552,600,13.203216,661.2575516793942,0.0,661.2575516793942
971.378032,380,14.002103,971.3780322464795,0.0,971.3780322464795
102.926569,65,14.037995,102.9265685005842,0.0,102.9265685005842
100.5003,61,14.073032,100.50029982694939,0.0,100.50029982694939
57.125465,61,14.105977,57.125465058860755,0.0,57.125465058860755
